codgr;libgr;sougr;libsougr;codal;libal;group_alim;code_role;code_role2
10;ultra-frais laitier;3;fromage blanc et petits suisses;19562.0;petit-suisse nature 20% m.g. type gervais petit vitalité;produit laitier;PL;PL
10;ultra-frais laitier;3;fromage blanc et petits suisses;19565.0;petit-suisse nature 40% m.g.;produit laitier;PL;PL
10;ultra-frais laitier;3;fromage blanc et petits suisses;19566.0;fromage blanc aux fruits sucré 30-40% m.g.;produit laitier;PL;PL
10;ultra-frais laitier;3;fromage blanc et petits suisses;19569.0;petit suisse aux fruits au lait demi-écrémé type petits filous;produit laitier;PL;PL
10;ultra-frais laitier;3;fromage blanc et petits suisses;19572.0;fromage blanc type petit suisse 20% mg/ms, aromatisé vanille ou chocolat;produit laitier;PL;PL
10;ultra-frais laitier;3;fromage blanc et petits suisses;92039.0;autre fromage blanc;produit laitier;PL;PL
11;fromages;1;fromages affinés;12001.0;camembert fromage à pâte molle à croûte fleurie 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12002.0;camembert et apparentés 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12009.0;fromage à pâte molle à croûte fleurie genre camembert allégé 20-30% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12010.0;coulommiers fromage à pâte molle à croûte fleurie 40-45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12020.0;brie fromage à pâte molle à croûte fleurie 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12025.0;carré de l'est fromage à pâte molle à croûte fleurie 45-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12028.0;chaource fromage à pâte molle à croûte fleurie 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12031.0;neufchâtel fromage à pâte molle à croûte fleurie 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12033.0;fromage triple crème plus de 75% m.g. type brillat savarin;fromages;PL;PL
11;fromages;1;fromages affinés;12034.0;autre fromage à pâte molle à croûte lavée;fromages;PL;PL
11;fromages;1;fromages affinés;12036.0;maroilles fromage à pâte molle à croûte lavée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12037.0;livarot fromage à pâte molle à croûte lavée 40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12039.0;munster fromage à pâte molle à croûte lavée 45-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12040.0;langres fromage à pâte molle à croûte lavée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12042.0;pont l'évêque fromage à pâte molle à croûte lavée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12045.0;reblochon fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12048.0;rouy fromage à pâte molle à croûte lavée 40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12049.0;saint-marcellin fromage à pâte molle à croûte naturelle 40-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12051.0;vacherin mont d'or fromage à pâte molle à croûte lavée au moins 45% m.g;fromages;PL;PL
11;fromages;1;fromages affinés;12100.0;autre fromage à pâte pressée cuite;fromages;PL;PL
11;fromages;1;fromages affinés;12105.0;beaufort fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12110.0;comté fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12114.0;gruyère fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12115.0;emmental fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12116.0;emmental allégé;fromages;PL;PL
11;fromages;1;fromages affinés;12120.0;parmesan fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12500.0;roquefort fromage de brebis à pâte persillée 52% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12520.0;bleu au lait de vache fromage à pâte persillée sans précision;fromages;PL;PL
11;fromages;1;fromages affinés;12521.0;bleu d'auvergne fromage à pâte persillée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12522.0;fourme d'ambert fromage à pâte persillée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12523.0;bleu des causses fromage à pâte persillée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12524.0;gorgonzola fromage à pâte molle persillée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12527.0;bleu et mini bleu de bresse fromage à pâte persillée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12705.0;fromage à pâte pressée non cuite allégé 20-30% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12708.0;fromage à pâte pressée non cuite 40-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12720.0;fromage et mini fromage type bonbel-babybel;fromages;PL;PL
11;fromages;1;fromages affinés;12723.0;cantal salers ou laguiole fromages à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12726.0;cheddar fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12729.0;édam fromage à pâte pressée non cuite 40-45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12736.0;gouda fromage à pâte pressée non cuite 30-40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12740.0;mimolette fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12743.0;morbier fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12746.0;fromage des pyrénées au lait de vache;fromages;PL;PL
11;fromages;1;fromages affinés;12747.0;fromage des pyrénées au lait de brebis;fromages;PL;PL
11;fromages;1;fromages affinés;12749.0;raclette fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12752.0;saint-nectaire fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12754.0;port salut fromage à pâte pressée non cuite à croûte lavée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12755.0;saint-paulin fromage à pâte pressée non cuite 45-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12758.0;tome ou tomme fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12759.0;tomme de montagne ou tomme de savoie;fromages;PL;PL
11;fromages;1;fromages affinés;12801.0;fromage de chèvre affiné au lait cru;fromages;PL;PL
11;fromages;1;fromages affinés;12803.0;fromage de chèvre affiné au lait pasteurisé ou cru;fromages;PL;PL
11;fromages;1;fromages affinés;12820.0;fromage de chèvre pâte molle;fromages;PL;PL
11;fromages;1;fromages affinés;12999.0;fromage sans précision;fromages;PL;PL
11;fromages;1;fromages affinés;25545.0;fromage à cuire pané nature type crousti'cho de président;fromages;PL;PL
11;fromages;1;fromages affinés;25546.0;fromage à cuire pané au jambon type menu fromage;fromages;PL;PL
11;fromages;1;fromages affinés;81005.0;gruyère râpé ajouté au service;fromages;PL;PL
11;fromages;1;fromages affinés;90068.0;camembert sans précision;fromages;PL;PL
11;fromages;1;fromages affinés;90069.0;caprice des dieux fromage à pâte molle 60% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90071.0;chamois d'or fromage à pâte molle 60% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90072.0;chaumes fromage à pâte molle à croûte lavée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90075.0;époisses fromage à pâte molle à croûte lavée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90076.0;fol épi fromage à pâte pressée cuite à trous 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90083.0;hollande fromage à pâte pressée non cuite 30-40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90086.0;leerdammer fromage à pâte pressée demi-cuite à trous 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90095.0;pavé d'affinois fromage à pâte molle 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90102.0;saint albray fromage à pâte molle 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90112.0;vieux pané fromage à pâte molle 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;92018.0;saint-félicien fromage à pâte molle 60% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;92019.0;boursault fromage à pâte molle double crème;fromages;PL;PL
11;fromages;1;fromages affinés;92020.0;maasdam fromage à pâte pressée non cuite à trous 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;92021.0;pouligny saint-pierre fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92022.0;selles-sur-cher fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92023.0;chabichou fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92024.0;fromage de chèvre mi-sec;fromages;PL;PL
11;fromages;1;fromages affinés;92025.0;fromage de chèvre sec;fromages;PL;PL
11;fromages;1;fromages affinés;92026.0;crottin fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92027.0;picodon fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92028.0;sainte-maure fromage de chèvre;fromages;PL;PL
11;fromages;2;fromages fondus;12305.0;fromage fondu 25% m.g. type sylphide ou vache qui rit équilibre et ligne;fromages;PL;PL
11;fromages;2;fromages fondus;12310.0;fromage fondu en portions ou en cubes 45-50% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;12315.0;fromage fondu 60-65% m.g. type six de savoie;fromages;PL;PL
11;fromages;2;fromages fondus;12325.0;cancoillotte spécialité fromagère fondue 40% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;12355.0;fromage fondu aux noix type rambol;fromages;PL;PL
11;fromages;2;fromages fondus;12356.0;snack pour enfants à base de fromage fondu et gressins type pik et croq ou kiri;fromages;PL;PL
11;fromages;2;fromages fondus;12819.0;fromage de chèvre fondu à tartiner nature type cabrette ou chavroux;fromages;PL;PL
11;fromages;2;fromages fondus;90061.0;apéricube fromage fondu 50% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90084.0;kiri crème fromage fondu double crème 70% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90098.0;p'tit louis fromage fondu 65% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90103.0;saint-moret fromage fondu demi-sel 30% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90104.0;saint-moret allégé fromage fondu demi-sel 20% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90106.0;samos 99 fromage fondu double crème 70% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90110.0;vache qui rit fromage fondu 50% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;12061.0;féta de brebis;fromages;PL;PL
11;fromages;3;fromages frais non affinés;12320.0;spécialité fromagère non affinée double crème 70% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;12805.0;fromage de chèvre frais;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19524.0;fromage frais à tartiner 40-60% m.g;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19525.0;fromage frais à tartiner nature à plus de 60% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19530.0;fromage frais à tartiner à plus de 60% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19585.0;ricotta;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19590.0;mozzarella;fromages;PL;PL
11;fromages;3;fromages frais non affinés;90067.0;boursin fromage frais salé aromatisé 70% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;90070.0;carré frais fromage à tartiner 40% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;90109.0;tartare fromage frais aromatisé salé 70% m.g.;fromages;PL;PL
11;fromages;4;autres fromages ou fromage sans précision;92037.0;autre fromage;fromages;PL;PL
12;oeufs et dérivés;99;oeufs et dérivés;22000.0;oeuf entier cru;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22008.0;blanc d'œuf dur;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22009.0;jaune d'œuf cuit;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22010.0;oeuf dur;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22011.0;oeuf poché;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22014.0;oeuf à la coque;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22500.0;omelette nature cuite au beurre;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22501.0;oeuf au plat salé;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22502.0;oeufs brouillés au beurre;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22506.0;omelette au fromage;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22507.0;omelette aux lardons;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22508.0;omelette aux champignons;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22509.0;omelette aux fines herbes;oeufs;P;P
13;beurre;99;beurre;16400.0;beurre doux;beurre;MG;MG
13;beurre;99;beurre;16402.0;beurre demi-sel sel maxi 3%;beurre;MG;MG
13;beurre;99;beurre;16403.0;beurre salé sel > 3%;beurre;MG;MG
13;beurre;99;beurre;16410.0;beurre allégé 60-62 % m.g.;beurre;MG;MG
13;beurre;99;beurre;16411.0;beurre allégé 60-62 % m.g. demi-sel;beurre;MG;MG
13;beurre;99;beurre;16412.0;beurre allégé sans précision;beurre;MG;MG
13;beurre;99;beurre;16415.0;beurre doux léger 39-41% m.g.;beurre;MG;MG
13;beurre;99;beurre;16416.0;beurre léger 39-41% m.g. demi-sel;beurre;MG;MG
13;beurre;99;beurre;16712.0;matière grasse laitière légère 25% m.g. à tartiner type bridelight;beurre;MG;MG
13;beurre;99;beurre;81006.0;beurre allégé ajouté au service;beurre;MG;MG
13;beurre;99;beurre;81007.0;beurre allégé ajouté à la cuisson;beurre;MG;MG
13;beurre;99;beurre;81008.0;beurre doux non allégé ajouté à la cuisson;beurre;MG;MG
13;beurre;99;beurre;81009.0;beurre doux non allégé ajoutée au service;beurre;MG;MG
13;beurre;99;beurre;81010.0;beurre salé non allégé ajoutée au service;beurre;MG;MG
13;beurre;99;beurre;81011.0;beurre salé non allégé ajouté à la cuisson;beurre;MG;MG
14;huile;99;huile;17001.0;huile végétale sans précision;huile;MG;MG
14;huile;99;huile;17040.0;huile d'arachide;huile;MG;MG
14;huile;99;huile;17130.0;huile de colza;huile;MG;MG
14;huile;99;huile;17190.0;huile de maïs;huile;MG;MG
14;huile;99;huile;17220.0;huile de noix;huile;MG;MG
14;huile;99;huile;17270.0;huile d'olive vierge;huile;MG;MG
14;huile;99;huile;17350.0;huile de pépins de raisin;huile;MG;MG
14;huile;99;huile;17420.0;huile de soja;huile;MG;MG
14;huile;99;huile;17440.0;huile de tournesol;huile;MG;MG
14;huile;99;huile;17700.0;huile mélangée équilibrée type isio 4;huile;MG;MG
14;huile;99;huile;81012.0;huile d'arachide ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81013.0;huile d'arachide ajoutée au service;huile;MG;MG
14;huile;99;huile;81014.0;huile de colza ajoutée au service;huile;MG;MG
14;huile;99;huile;81015.0;huile de colza ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81016.0;huile de maïs ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81017.0;huile de maïs ajoutée au service;huile;MG;MG
14;huile;99;huile;81018.0;huile de palme ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81020.0;huile de pépin de raisins ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81021.0;huile de pépin de raisins ajoutée au service;huile;MG;MG
14;huile;99;huile;81022.0;huile de tournesol ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81023.0;huile de tournesol ajoutée au service;huile;MG;MG
14;huile;99;huile;81024.0;huile d'olive ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81025.0;huile d'olive ajoutée au service;huile;MG;MG
14;huile;99;huile;81028.0;huile mélangée (type isio 4) ajoutée au service;huile;MG;MG
14;huile;99;huile;81029.0;huile mélangée (type isio 4) ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81075.0;huile de noix ajoutée au service;huile;MG;MG
14;huile;99;huile;81081.0;huile de carthame ajoutée au service;huile;MG;MG
14;huile;99;huile;81086.0;huile de soja ajoutée au service;huile;MG;MG
14;huile;99;huile;81087.0;huile primevère oméga 3 ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81088.0;huile primevère oméga 3 ajoutée au service;huile;MG;MG
14;huile;99;huile;92038.0;autre huile végétale;huile;MG;MG
15;margarine;99;margarine;16615.0;margarine de cuisine 80% m.g.;margarine;MG;MG
15;margarine;99;margarine;16616.0;matière grasse 70% m.g. en pain type astra;margarine;MG;MG
15;margarine;99;margarine;16632.0;matière grasse allégée 60% m.g.;margarine;MG;MG
15;margarine;99;margarine;16655.0;margarine au tournesol en barquette 80% m.g. type fruit d'or;margarine;MG;MG
15;margarine;99;margarine;16701.0;matière grasse composée allégée 60% m.g. type le fleurier ou tartine et cuisine;margarine;MG;MG
15;margarine;99;margarine;16727.0;matière grasse allégée 55-60% m.g. riche en oméga 3 et 6;margarine;MG;MG
15;margarine;99;margarine;16728.0;matière grasse légère 35% m.g. enrichie en stérols/stanols type proactive tartin;margarine;MG;MG
15;margarine;99;margarine;16729.0;matière grasse légère 38-41% m.g. demi-sel tartiner;margarine;MG;MG
15;margarine;99;margarine;16730.0;matière grasse légère 38-41% m.g. à tartiner;margarine;MG;MG
15;margarine;99;margarine;81030.0;margarine à l'huile d'olive 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81031.0;margarine à l'huile d'olive  60% m.g. ajoutéee à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81032.0;margarine allégée demi-sel 40% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81033.0;margarine allégée demi-sel  40% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81034.0;margarine allégée 40% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81035.0;margarine allégée  40% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81036.0;margarine au tournesol 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81037.0;margarine au tournesol  60% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81038.0;margarine au tournesol  70% ou 80% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81039.0;margarine au tournesol 70% ou 80% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81040.0;margarine ordinaire  60% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81041.0;margarine ordinaire 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81042.0;margarine ordinaire  70% ou 80% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81043.0;margarine ordinaire 70% ou 80% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81044.0;margarine proactiv de fruit d'or ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81045.0;margarine proactiv de fruit d'or ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81046.0;margarine type primevère 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81047.0;margarine type primevère 60% m.g. ajoutée à la cuisson;margarine;MG;MG
16;autres graisses;99;autres graisses;15202.0;pâte d'arachide ou beurre de cacahuète;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16080.0;corps gras pour friture 100% m.g. type végétaline;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16520.0;saindoux;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16550.0;graisse de canard;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16560.0;graisse d'oie;autres graisses;MG;MG
16;autres graisses;99;autres graisses;81051.0;gras de bœuf  saindoux ou autre graisse animale ajoutés à la cuisson;autres graisses;MG;MG
17;viande;1;agneau;21501.0;agneau côtelette grillée;viande;P;P
17;viande;1;agneau;21503.0;agneau gigot rôti;viande;P;P
17;viande;1;agneau;21506.0;agneau épaule rôtie;viande;P;P
17;viande;1;agneau;25541.0;brochette d'agneau;viande;P;P
17;viande;2;boeuf en pièces ou haché;6100.0;bœuf entrecôte grillée;viande;P;P
17;viande;2;boeuf en pièces ou haché;6101.0;bœuf braisé;viande;P;P
17;viande;2;boeuf en pièces ou haché;6110.0;bœuf faux-filet grillé;viande;P;P
17;viande;2;boeuf en pièces ou haché;6200.0;boeuf bifteck grillé;viande;P;P
17;viande;2;boeuf en pièces ou haché;6210.0;bœuf rosbif rôti;viande;P;P
17;viande;2;boeuf en pièces ou haché;6220.0;bœuf à bourguignon cuit;viande;P;P
17;viande;2;boeuf en pièces ou haché;6230.0;bœuf à pot-au-feu cuit;viande;P;P
17;viande;2;boeuf en pièces ou haché;6250.0;steak haché 5% m.g. cru;viande;P;P
17;viande;2;boeuf en pièces ou haché;6251.0;steak haché 5% m.g. cuit;viande;P;P
17;viande;2;boeuf en pièces ou haché;6253.0;steak haché 10% m.g. cuit;viande;P;P
17;viande;2;boeuf en pièces ou haché;6255.0;steak haché 15% m.g. cuit;viande;P;P
17;viande;2;boeuf en pièces ou haché;6257.0;steak haché 20% m.g. cuit;viande;P;P
17;viande;2;boeuf en pièces ou haché;25163.0;bœuf boulettes cuites;viande;P;P
17;viande;2;boeuf en pièces ou haché;25505.0;brochette de bœuf;viande;P;P
17;viande;2;boeuf en pièces ou haché;25538.0;carpaccio de boeuf;viande;P;P
17;viande;2;boeuf en pièces ou haché;90205.0;fondue bourguignonne;viande;P;P
17;viande;3;porc;28101.0;porc côtelette grillée;viande;P;P
17;viande;3;porc;28202.0;porc filet rôti maigre cuit;viande;P;P
17;viande;3;porc;28301.0;porc rôti cuit;viande;P;P
17;viande;3;porc;28401.0;porc travers braisé;viande;P;P
17;viande;3;porc;28451.0;porc échine rôtie;viande;P;P
17;viande;4;veau;6511.0;veau côte cuite;viande;P;P
17;viande;4;veau;6520.0;veau escalope cuite;viande;P;P
17;viande;4;veau;6531.0;veau filet rôti;viande;P;P
17;viande;4;veau;6550.0;veau rôti;viande;P;P
17;viande;4;veau;6570.0;veau mijoté;viande;P;P
17;viande;4;veau;25173.0;veau escalope panée;viande;P;P
17;viande;5;autre viande;6902.0;cheval viande rôtie;viande;P;P
17;viande;5;autre viande;6999.0;viande cuite sans précision;viande;P;P
17;viande;5;autre viande;25506.0;brochette mixte de viande;viande;P;P
17;viande;5;autre viande;92040.0;autre viande;viande;P;P
18;volaille et gibier;1;volailles et lapins;8110.0;confit de canard;volaille;P;P
18;volaille et gibier;1;volailles et lapins;25504.0;brochette de volaille;volaille;P;P
18;volaille et gibier;1;volailles et lapins;34000.0;lapin en ragoût;volaille;P;P
18;volaille et gibier;1;volailles et lapins;34002.0;lapin viande cuite;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36004.0;poulet cuisse rôtie viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36005.0;poulet rôti viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36010.0;poule bouillie viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36011.0;poule viande bouillie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36018.0;blanc de poulet cuit;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36102.0;caille cuite viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36202.0;canard viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36205.0;canard magret cuit à la poêle;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36302.0;dinde viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36306.0;dinde ou autre volaille escalope sautée;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36502.0;oie viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36602.0;pigeon viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36900.0;volaille cuite sans précision;volaille;P;P
18;volaille et gibier;1;volailles et lapins;92509.0;autre volaille cuite;volaille;P;P
18;volaille et gibier;2;gibier;14000.0;chevreuil rôti;volaille;P;P
18;volaille et gibier;2;gibier;14001.0;lièvre en ragoût;volaille;P;P
18;volaille et gibier;2;gibier;14003.0;sanglier rôti;volaille;P;P
18;volaille et gibier;2;gibier;36402.0;faisan viande rôtie;volaille;P;P
18;volaille et gibier;2;gibier;92047.0;autre gibier;volaille;P;P
19;abats;99;abats;40003.0;cervelle d'agneau cuite;abats;P;P
19;abats;99;abats;40004.0;cervelle de porc braisée;abats;P;P
19;abats;99;abats;40053.0;cœur de bœuf cuit;abats;P;P
19;abats;99;abats;40103.0;foie d'agneau cuit;abats;P;P
19;abats;99;abats;40105.0;foie de génisse cuit;abats;P;P
19;abats;99;abats;40107.0;foie de veau cuit;abats;P;P
19;abats;99;abats;40109.0;foie de volaille cuit;abats;P;P
19;abats;99;abats;40116.0;foie poulet cuit;abats;P;P
19;abats;99;abats;40201.0;langue de veau cuite;abats;P;P
19;abats;99;abats;40203.0;langue de bœuf cuite;abats;P;P
19;abats;99;abats;40305.0;ris de veau braisé ou poêlé;abats;P;P
19;abats;99;abats;40401.0;rognon cuit sans précision;abats;P;P
19;abats;99;abats;40403.0;rognon de bœuf cuit;abats;P;P
19;abats;99;abats;40405.0;rognon de porc cuit;abats;P;P
19;abats;99;abats;40406.0;rognon d'agneau braisé;abats;P;P
19;abats;99;abats;40701.0;canard gésier confit égoutté et réchauffé;abats;P;P
19;abats;99;abats;92003.0;autre abat;abats;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28501.0;lardon nature cru;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28504.0;lardon nature cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28720.0;poitrine de porc fumée;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28725.0;lardon ou bacon fumé cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28727.0;bacon filet cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28800.0;jambon cru;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28801.0;jambon cru fumé;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28802.0;jambon sec dd (découenné dégraissé);charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28803.0;jambon cuit fumé;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28850.0;coppa;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28858.0;pancetta ou poitrine roulée sèche;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28900.0;jambon cuit supérieur;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28906.0;jambon cuit supérieur dd (découenné dégraissé);charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28916.0;jambon cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28925.0;jambon cuit dd (découenné dégraissé);charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28960.0;jambonneau cuit;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8504.0;andouille réchauffée;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8551.0;andouillette réchauffée;charcuterie;P;P
