codrole;codgr;libgr;sougr;libsougr;codal;libal
PL;11;fromages;1;fromages affinés;12754;port salut fromage à pâte pressée non cuite à croûte lavée 50% m.g.
PL;11;fromages;1;fromages affinés;12755;saint-paulin fromage à pâte pressée non cuite 45-50% m.g.
PL;11;fromages;1;fromages affinés;12758;tome ou tomme fromage à pâte pressée non cuite 45% m.g.
PL;11;fromages;1;fromages affinés;12759;tomme de montagne ou tomme de savoie
PL;11;fromages;1;fromages affinés;12801;fromage de chèvre affiné au lait cru
PL;11;fromages;1;fromages affinés;12803;fromage de chèvre affiné au lait pasteurisé ou cru
PL;11;fromages;1;fromages affinés;12820;fromage de chèvre pâte molle
PL;11;fromages;1;fromages affinés;12999;fromage sans précision
PL;11;fromages;1;fromages affinés;25545;fromage à cuire pané nature type crousti'cho de président
PL;11;fromages;1;fromages affinés;25546;fromage à cuire pané au jambon type menu fromage
PL;11;fromages;1;fromages affinés;81005;gruyère râpé ajouté au service
PL;11;fromages;1;fromages affinés;90068;camembert sans précision
PL;11;fromages;1;fromages affinés;90069;caprice des dieux fromage à pâte molle 60% m.g.
PL;11;fromages;1;fromages affinés;90071;chamois d'or fromage à pâte molle 60% m.g.
PL;11;fromages;1;fromages affinés;90072;chaumes fromage à pâte molle à croûte lavée 50% m.g.
PL;11;fromages;1;fromages affinés;90075;époisses fromage à pâte molle à croûte lavée 45% m.g.
PL;11;fromages;1;fromages affinés;90076;fol épi fromage à pâte pressée cuite à trous 50% m.g.
PL;11;fromages;1;fromages affinés;90083;hollande fromage à pâte pressée non cuite 30-40% m.g.
PL;11;fromages;1;fromages affinés;90086;leerdammer fromage à pâte pressée demi-cuite à trous 45% m.g.
PL;11;fromages;1;fromages affinés;90095;pavé d'affinois fromage à pâte molle 45% m.g.
PL;11;fromages;1;fromages affinés;90102;saint albray fromage à pâte molle 50% m.g.
PL;11;fromages;1;fromages affinés;90112;vieux pané fromage à pâte molle 50% m.g.
PL;11;fromages;1;fromages affinés;92018;saint-félicien fromage à pâte molle 60% m.g.
PL;11;fromages;1;fromages affinés;92019;boursault fromage à pâte molle double crème
PL;11;fromages;1;fromages affinés;92020;maasdam fromage à pâte pressée non cuite à trous 45% m.g.
PL;11;fromages;1;fromages affinés;92021;pouligny saint-pierre fromage de chèvre
PL;11;fromages;1;fromages affinés;92022;selles-sur-cher fromage de chèvre
PL;11;fromages;1;fromages affinés;92023;chabichou fromage de chèvre
PL;11;fromages;1;fromages affinés;92024;fromage de chèvre mi-sec
PL;11;fromages;1;fromages affinés;92025;fromage de chèvre sec
PL;11;fromages;1;fromages affinés;92026;crottin fromage de chèvre
PL;11;fromages;1;fromages affinés;92027;picodon fromage de chèvre
PL;11;fromages;1;fromages affinés;92028;sainte-maure fromage de chèvre
PL;11;fromages;2;fromages fondus;12305;fromage fondu 25% m.g. type sylphide ou vache qui rit équilibre et ligne
PL;11;fromages;2;fromages fondus;12310;fromage fondu en portions ou en cubes 45-50% m.g.
PL;11;fromages;2;fromages fondus;12315;fromage fondu 60-65% m.g. type six de savoie
PL;11;fromages;2;fromages fondus;12325;cancoillotte spécialité fromagère fondue 40% m.g.
PL;11;fromages;2;fromages fondus;12355;fromage fondu aux noix type rambol
PL;11;fromages;2;fromages fondus;12356;snack pour enfants à base de fromage fondu et gressins type pik et croq ou kiri
PL;11;fromages;2;fromages fondus;12819;fromage de chèvre fondu à tartiner nature type cabrette ou chavroux
PL;11;fromages;2;fromages fondus;90061;apéricube fromage fondu 50% m.g.
PL;11;fromages;2;fromages fondus;90084;kiri crème fromage fondu double crème 70% m.g.
PL;11;fromages;2;fromages fondus;90098;p'tit louis fromage fondu 65% m.g.
PL;11;fromages;2;fromages fondus;90103;saint-moret fromage fondu demi-sel 30% m.g.
PL;11;fromages;2;fromages fondus;90104;saint-moret allégé fromage fondu demi-sel 20% m.g.
PL;11;fromages;2;fromages fondus;90106;samos 99 fromage fondu double crème 70% m.g.
PL;11;fromages;2;fromages fondus;90110;vache qui rit fromage fondu 50% m.g.
PL;11;fromages;3;fromages frais non affinés;12061;féta de brebis
PL;11;fromages;3;fromages frais non affinés;12320;spécialité fromagère non affinée double crème 70% m.g.
PL;11;fromages;3;fromages frais non affinés;12805;fromage de chèvre frais
PL;11;fromages;3;fromages frais non affinés;19524;fromage frais à tartiner 40-60% m.g
PL;11;fromages;3;fromages frais non affinés;19525;fromage frais à tartiner nature à plus de 60% m.g.
PL;11;fromages;3;fromages frais non affinés;19530;fromage frais à tartiner à plus de 60% m.g.
PL;11;fromages;3;fromages frais non affinés;19585;ricotta
PL;11;fromages;3;fromages frais non affinés;19590;mozzarella
PL;11;fromages;3;fromages frais non affinés;90067;boursin fromage frais salé aromatisé 70% m.g.
PL;11;fromages;3;fromages frais non affinés;90070;carré frais fromage à tartiner 40% m.g.
PL;11;fromages;3;fromages frais non affinés;90109;tartare fromage frais aromatisé salé 70% m.g.
PL;11;fromages;4;autres fromages ou fromage sans précision;92037;autre fromage
P;12;oeufs et dérivés;99;sans;22000;oeuf entier cru
P;12;oeufs et dérivés;99;sans;22008;blanc d'œuf dur
P;12;oeufs et dérivés;99;sans;22009;jaune d'œuf cuit
P;12;oeufs et dérivés;99;sans;22010;oeuf dur
P;12;oeufs et dérivés;99;sans;22011;oeuf poché
P;12;oeufs et dérivés;99;sans;22014;oeuf à la coque
P;12;oeufs et dérivés;99;sans;22500;omelette nature cuite au beurre
P;12;oeufs et dérivés;99;sans;22501;oeuf au plat salé
P;12;oeufs et dérivés;99;sans;22502;oeufs brouillés au beurre
P;12;oeufs et dérivés;99;sans;22506;omelette au fromage
P;12;oeufs et dérivés;99;sans;22507;omelette aux lardons
P;12;oeufs et dérivés;99;sans;22508;omelette aux champignons
P;12;oeufs et dérivés;99;sans;22509;omelette aux fines herbes
MG;13;beurre;99;sans;16400;beurre doux
MG;13;beurre;99;sans;16402;beurre demi-sel sel maxi 3%
MG;13;beurre;99;sans;16403;beurre salé sel > 3%
MG;13;beurre;99;sans;16410;beurre allégé 60-62 % m.g.
MG;13;beurre;99;sans;16411;beurre allégé 60-62 % m.g. demi-sel
MG;13;beurre;99;sans;16412;beurre allégé sans précision
MG;13;beurre;99;sans;16415;beurre doux léger 39-41% m.g.
MG;13;beurre;99;sans;16416;beurre léger 39-41% m.g. demi-sel
MG;13;beurre;99;sans;16712;matière grasse laitière légère 25% m.g. à tartiner type bridelight
MG;13;beurre;99;sans;81006;beurre allégé ajouté au service
MG;13;beurre;99;sans;81007;beurre allégé ajouté à la cuisson
MG;13;beurre;99;sans;81008;beurre doux non allégé ajouté à la cuisson
MG;13;beurre;99;sans;81009;beurre doux non allégé ajoutée au service
MG;13;beurre;99;sans;81010;beurre salé non allégé ajoutée au service
MG;13;beurre;99;sans;81011;beurre salé non allégé ajouté à la cuisson
MG;14;huile;99;sans;17001;huile végétale sans précision
MG;14;huile;99;sans;17040;huile d'arachide
MG;14;huile;99;sans;17130;huile de colza
MG;14;huile;99;sans;17190;huile de maïs
MG;14;huile;99;sans;17220;huile de noix
MG;14;huile;99;sans;17270;huile d'olive vierge
MG;14;huile;99;sans;17350;huile de pépins de raisin
MG;14;huile;99;sans;17420;huile de soja
MG;14;huile;99;sans;17440;huile de tournesol
MG;14;huile;99;sans;17700;huile mélangée équilibrée type isio 4
MG;14;huile;99;sans;81012;huile d'arachide ajoutée à la cuisson
MG;14;huile;99;sans;81013;huile d'arachide ajoutée au service
MG;14;huile;99;sans;81014;huile de colza ajoutée au service
MG;14;huile;99;sans;81015;huile de colza ajoutée à la cuisson
MG;14;huile;99;sans;81016;huile de maïs ajoutée à la cuisson
MG;14;huile;99;sans;81017;huile de maïs ajoutée au service
MG;14;huile;99;sans;81018;huile de palme ajoutée à la cuisson
MG;14;huile;99;sans;81020;huile de pépin de raisins ajoutée à la cuisson
MG;14;huile;99;sans;81021;huile de pépin de raisins ajoutée au service
MG;14;huile;99;sans;81022;huile de tournesol ajoutée à la cuisson
MG;14;huile;99;sans;81023;huile de tournesol ajoutée au service
MG;14;huile;99;sans;81024;huile d'olive ajoutée à la cuisson
MG;14;huile;99;sans;81025;huile d'olive ajoutée au service
MG;14;huile;99;sans;81028;huile mélangée (type isio 4) ajoutée au service
MG;14;huile;99;sans;81029;huile mélangée (type isio 4) ajoutée à la cuisson
MG;14;huile;99;sans;81075;huile de noix ajoutée au service
MG;14;huile;99;sans;81081;huile de carthame ajoutée au service
MG;14;huile;99;sans;81086;huile de soja ajoutée au service
MG;14;huile;99;sans;81087;huile primevère oméga 3 ajoutée à la cuisson
MG;14;huile;99;sans;81088;huile primevère oméga 3 ajoutée au service
MG;14;huile;99;sans;92038;autre huile végétale
MG;15;margarine;99;sans;16615;margarine de cuisine 80% m.g.
MG;15;margarine;99;sans;16616;matière grasse 70% m.g. en pain type astra
MG;15;margarine;99;sans;16632;matière grasse allégée 60% m.g.
MG;15;margarine;99;sans;16655;margarine au tournesol en barquette 80% m.g. type fruit d'or
MG;15;margarine;99;sans;16701;matière grasse composée allégée 60% m.g. type le fleurier ou tartine et cuisine
MG;15;margarine;99;sans;16727;matière grasse allégée 55-60% m.g. riche en oméga 3 et 6
MG;15;margarine;99;sans;16728;matière grasse légère 35% m.g. enrichie en stérols/stanols type proactive tartin
MG;15;margarine;99;sans;16729;matière grasse légère 38-41% m.g. demi-sel tartiner
MG;15;margarine;99;sans;16730;matière grasse légère 38-41% m.g. à tartiner
MG;15;margarine;99;sans;81030;margarine à l'huile d'olive 60% m.g. ajoutée au service
MG;15;margarine;99;sans;81031;margarine à l'huile d'olive  60% m.g. ajoutéee à la cuisson
MG;15;margarine;99;sans;81032;margarine allégée demi-sel 40% m.g. ajoutée au service
MG;15;margarine;99;sans;81033;margarine allégée demi-sel  40% m.g. ajoutée à la cuisson
MG;15;margarine;99;sans;81034;margarine allégée 40% m.g. ajoutée au service
MG;15;margarine;99;sans;81035;margarine allégée  40% m.g. ajoutée à la cuisson
MG;15;margarine;99;sans;81036;margarine au tournesol 60% m.g. ajoutée au service
MG;15;margarine;99;sans;81037;margarine au tournesol  60% m.g. ajoutée à la cuisson
MG;15;margarine;99;sans;81038;margarine au tournesol  70% ou 80% m.g. ajoutée à la cuisson
MG;15;margarine;99;sans;81039;margarine au tournesol 70% ou 80% m.g. ajoutée au service
MG;15;margarine;99;sans;81040;margarine ordinaire  60% m.g. ajoutée à la cuisson
MG;15;margarine;99;sans;81041;margarine ordinaire 60% m.g. ajoutée au service
MG;15;margarine;99;sans;81042;margarine ordinaire  70% ou 80% m.g. ajoutée à la cuisson
MG;15;margarine;99;sans;81043;margarine ordinaire 70% ou 80% m.g. ajoutée au service
MG;15;margarine;99;sans;81044;margarine proactiv de fruit d'or ajoutée au service
MG;15;margarine;99;sans;81045;margarine proactiv de fruit d'or ajoutée à la cuisson
MG;15;margarine;99;sans;81046;margarine type primevère 60% m.g. ajoutée au service
MG;15;margarine;99;sans;81047;margarine type primevère 60% m.g. ajoutée à la cuisson
MG;16;autres graisses;99;sans;15202;pâte d'arachide ou beurre de cacahuète
MG;16;autres graisses;99;sans;16080;corps gras pour friture 100% m.g. type végétaline
MG;16;autres graisses;99;sans;16520;saindoux
MG;16;autres graisses;99;sans;16550;graisse de canard
MG;16;autres graisses;99;sans;16560;graisse d'oie
MG;16;autres graisses;99;sans;81051;gras de bœuf  saindoux ou autre graisse animale ajoutés à la cuisson
P;17;viande;1;agneau;21501;agneau côtelette grillée
P;17;viande;1;agneau;21503;agneau gigot rôti
P;17;viande;1;agneau;21506;agneau épaule rôtie
P;17;viande;1;agneau;25541;brochette d'agneau
P;17;viande;2;bœuf en pièces ou haché;6100;bœuf entrecôte grillée
P;17;viande;2;bœuf en pièces ou haché;6101;bœuf braisé
P;17;viande;2;bœuf en pièces ou haché;6110;bœuf faux-filet grillé
P;17;viande;2;bœuf en pièces ou haché;6200;boeuf bifteck grillé
P;17;viande;2;bœuf en pièces ou haché;6210;bœuf rosbif rôti
P;17;viande;2;bœuf en pièces ou haché;6220;bœuf à bourguignon cuit
P;17;viande;2;bœuf en pièces ou haché;6230;bœuf à pot-au-feu cuit
P;17;viande;2;bœuf en pièces ou haché;6250;steak haché 5% m.g. cru
P;17;viande;2;bœuf en pièces ou haché;6251;steak haché 5% m.g. cuit
P;17;viande;2;bœuf en pièces ou haché;6253;steak haché 10% m.g. cuit
P;17;viande;2;bœuf en pièces ou haché;6255;steak haché 15% m.g. cuit
P;17;viande;2;bœuf en pièces ou haché;6257;steak haché 20% m.g. cuit
P;17;viande;2;bœuf en pièces ou haché;25163;bœuf boulettes cuites
P;17;viande;2;bœuf en pièces ou haché;25505;brochette de bœuf
P;17;viande;2;bœuf en pièces ou haché;25538;carpaccio de boeuf
P;17;viande;2;bœuf en pièces ou haché;90205;fondue bourguignonne
P;17;viande;3;porc;28101;porc côtelette grillée
P;17;viande;3;porc;28202;porc filet rôti maigre cuit
P;17;viande;3;porc;28301;porc rôti cuit
P;17;viande;3;porc;28401;porc travers braisé
P;17;viande;3;porc;28451;porc échine rôtie
P;17;viande;4;veau;6511;veau côte cuite
P;17;viande;4;veau;6520;veau escalope cuite
P;17;viande;4;veau;6531;veau filet rôti
P;17;viande;4;veau;6550;veau rôti
P;17;viande;4;veau;6570;veau mijoté
P;17;viande;4;veau;25173;veau escalope panée
P;17;viande;5;autre viande;6902;cheval viande rôtie
P;17;viande;5;autre viande;6999;viande cuite sans précision
P;17;viande;5;autre viande;25506;brochette mixte de viande
P;17;viande;5;autre viande;92040;autre viande
P;18;volaille et gibier;1;volailles et lapins;8110;confit de canard
P;18;volaille et gibier;1;volailles et lapins;25504;brochette de volaille
P;18;volaille et gibier;1;volailles et lapins;34000;lapin en ragoût
P;18;volaille et gibier;1;volailles et lapins;34002;lapin viande cuite
P;18;volaille et gibier;1;volailles et lapins;36004;poulet cuisse rôtie viande et peau
P;18;volaille et gibier;1;volailles et lapins;36005;poulet rôti viande et peau
P;18;volaille et gibier;1;volailles et lapins;36010;poule bouillie viande et peau
P;18;volaille et gibier;1;volailles et lapins;36011;poule viande bouillie
P;18;volaille et gibier;1;volailles et lapins;36018;blanc de poulet cuit
P;18;volaille et gibier;1;volailles et lapins;36102;caille cuite viande et peau
P;18;volaille et gibier;1;volailles et lapins;36202;canard viande rôtie
P;18;volaille et gibier;1;volailles et lapins;36205;canard magret cuit à la poêle
P;18;volaille et gibier;1;volailles et lapins;36302;dinde viande rôtie
P;18;volaille et gibier;1;volailles et lapins;36306;dinde ou autre volaille escalope sautée
P;18;volaille et gibier;1;volailles et lapins;36502;oie viande rôtie
P;18;volaille et gibier;1;volailles et lapins;36602;pigeon viande rôtie
P;18;volaille et gibier;1;volailles et lapins;36900;volaille cuite sans précision
P;18;volaille et gibier;1;volailles et lapins;92509;autre volaille cuite
P;18;volaille et gibier;2;gibier;14000;chevreuil rôti
P;18;volaille et gibier;2;gibier;14001;lièvre en ragoût
P;18;volaille et gibier;2;gibier;14003;sanglier rôti
P;18;volaille et gibier;2;gibier;36402;faisan viande rôtie
P;18;volaille et gibier;2;gibier;92047;autre gibier
P;19;abats;99;sans;40003;cervelle d'agneau cuite
P;19;abats;99;sans;40004;cervelle de porc braisée
P;19;abats;99;sans;40053;cœur de bœuf cuit
P;19;abats;99;sans;40103;foie d'agneau cuit
P;19;abats;99;sans;40105;foie de génisse cuit
P;19;abats;99;sans;40107;foie de veau cuit
P;19;abats;99;sans;40109;foie de volaille cuit
P;19;abats;99;sans;40116;foie poulet cuit
P;19;abats;99;sans;40201;langue de veau cuite
P;19;abats;99;sans;40203;langue de bœuf cuite
P;19;abats;99;sans;40305;ris de veau braisé ou poêlé
P;19;abats;99;sans;40401;rognon cuit sans précision
P;19;abats;99;sans;40403;rognon de bœuf cuit
P;19;abats;99;sans;40405;rognon de porc cuit
P;19;abats;99;sans;40406;rognon d'agneau braisé
P;19;abats;99;sans;40701;canard gésier confit égoutté et réchauffé
P;19;abats;99;sans;92003;autre abat
P;20;charcuterie;1;jambons et charcuteries en pièces;28501;lardon nature cru
P;20;charcuterie;1;jambons et charcuteries en pièces;28504;lardon nature cuit
P;20;charcuterie;1;jambons et charcuteries en pièces;28720;poitrine de porc fumée
P;20;charcuterie;1;jambons et charcuteries en pièces;28725;lardon ou bacon fumé cuit
P;20;charcuterie;1;jambons et charcuteries en pièces;28727;bacon filet cuit
P;20;charcuterie;1;jambons et charcuteries en pièces;28800;jambon cru
P;20;charcuterie;1;jambons et charcuteries en pièces;28801;jambon cru fumé
P;20;charcuterie;1;jambons et charcuteries en pièces;28802;jambon sec dd (découenné dégraissé)
P;20;charcuterie;1;jambons et charcuteries en pièces;28803;jambon cuit fumé
P;20;charcuterie;1;jambons et charcuteries en pièces;28850;coppa
P;20;charcuterie;1;jambons et charcuteries en pièces;28858;pancetta ou poitrine roulée sèche
P;20;charcuterie;1;jambons et charcuteries en pièces;28900;jambon cuit supérieur
P;20;charcuterie;1;jambons et charcuteries en pièces;28906;jambon cuit supérieur dd (découenné dégraissé)
P;20;charcuterie;1;jambons et charcuteries en pièces;28916;jambon cuit
P;20;charcuterie;1;jambons et charcuteries en pièces;28925;jambon cuit dd (découenné dégraissé)
P;20;charcuterie;1;jambons et charcuteries en pièces;28960;jambonneau cuit
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8504;andouille réchauffée
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8551;andouillette réchauffée
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8704;boudin noir cuit
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8800;boudin blanc cuit
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30005;chipolata cuite
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30011;saucisse de toulouse cuite
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30105;saucisse de montbéliard
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30108;saucisse de morteau cuite
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30125;saucisse alsacienne fumée ou gendarme
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30134;saucisse de francfort
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30155;merguez de bœuf et de mouton cuite
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30300;saucisson sec
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30301;saucisson sec pur porc
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30304;rosette ou fuseau
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30315;chorizo sec
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30350;salami
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30700;saucisson à l'ail
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30730;cervelas
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30742;saucisse de strasbourg
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30746;saucisse cocktail
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30780;saucisse sans précision
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30789;mortadelle
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;90119;saucisse sèche
P;20;charcuterie;2;saucisses, saucissons, andouilles et boudins;91038;chair à saucisse
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8001;rillettes pur porc
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8055;rillettes
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8211;pâté de campagne
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8232;terrine de canard
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8240;pâté de lapin
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8305;pâté de foie de porc
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8313;mousse de foie
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8316;pâté de foie de volaille
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8320;foie gras en conserve
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8322;foie gras de canard entier en conserve
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8350;galantine
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8391;pâté en croûte
P;20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8400;pâté de tête ou fromage de tête
P;20;charcuterie;4;autre charcuterie ou charcuterie  sans précision;30900;charcuterie sans précision
P;20;charcuterie;4;autre charcuterie ou charcuterie  sans précision;92508;autre charcuterie
P;21;poissons;1;poissons de mer;25537;carpaccio de saumon
P;21;poissons;1;poissons de mer;26000;anchois filets à l'huile semi-conserve
P;21;poissons;1;poissons de mer;26003;carrelet ou plie cuit à la vapeur
P;21;poissons;1;poissons de mer;26008;églefin cuit à la vapeur
P;21;poissons;1;poissons de mer;26009;flétan cru
P;21;poissons;1;poissons de mer;26010;hareng mariné
P;21;poissons;1;poissons de mer;26012;hareng frit
P;21;poissons;1;poissons de mer;26013;hareng fumé
P;21;poissons;1;poissons de mer;26014;hareng grillé
P;21;poissons;1;poissons de mer;26015;lieu ou colin noir cuit
P;21;poissons;1;poissons de mer;26016;limande-sole panée frite
P;21;poissons;1;poissons de mer;26017;limande-sole cuite à la vapeur
P;21;poissons;1;poissons de mer;26019;maquereau cuit au four
P;21;poissons;1;poissons de mer;26020;maquereau frit
P;21;poissons;1;poissons de mer;26021;merlan frit
P;21;poissons;1;poissons de mer;26022;merlan cuit à la vapeur
P;21;poissons;1;poissons de mer;26023;cabillaud cuit au four
P;21;poissons;1;poissons de mer;26024;morue salée pochée
P;21;poissons;1;poissons de mer;26025;cabillaud cuit à la vapeur
P;21;poissons;1;poissons de mer;26026;mulet cuit au four
P;21;poissons;1;poissons de mer;26027;pilchard à la sauce tomate en conserve
P;21;poissons;1;poissons de mer;26031;raie cuite au four
P;21;poissons;1;poissons de mer;26033;roussette ou saumonette braisée
P;21;poissons;1;poissons de mer;26034;sardine à l'huile en conserve égouttée
P;21;poissons;1;poissons de mer;26035;sardine à la sauce tomate en conserve
P;21;poissons;1;poissons de mer;26036;saumon cru d'élevage
P;21;poissons;1;poissons de mer;26037;saumon fumé cru
P;21;poissons;1;poissons de mer;26038;saumon cuit à la vapeur
P;21;poissons;1;poissons de mer;26039;thon au naturel en conserve égoutté
P;21;poissons;1;poissons de mer;26041;thon cuit au four
P;21;poissons;1;poissons de mer;26053;thon cru
P;21;poissons;1;poissons de mer;26059;sole cuite à la vapeur
P;21;poissons;1;poissons de mer;26060;sole cuite au four
P;21;poissons;1;poissons de mer;26071;thon à l'huile en conserve égoutté
P;21;poissons;1;poissons de mer;26072;bar ou loup commun cru
P;21;poissons;1;poissons de mer;26073;raie au court-bouillon
P;21;poissons;1;poissons de mer;26077;thon germon ou thon blanc cuit à la vapeur
P;21;poissons;1;poissons de mer;26079;anchois cru
P;21;poissons;1;poissons de mer;26081;lotte ou baudroie grillée
P;21;poissons;1;poissons de mer;26086;maquereau filet à la sauce tomate en conserve
P;21;poissons;1;poissons de mer;26087;maquereau fumé
P;21;poissons;1;poissons de mer;26090;haddock ou églefin fumé
P;21;poissons;1;poissons de mer;26093;espadon cuit au four
P;21;poissons;1;poissons de mer;26094;turbot cuit au four
P;21;poissons;1;poissons de mer;26096;maquereau filet à la sauce moutarde en conserve
P;21;poissons;1;poissons de mer;26097;maquereau filet au vin blanc en conserve
P;21;poissons;1;poissons de mer;26099;dorade ou daurade grise crue
P;21;poissons;1;poissons de mer;26120;merlu cuit à l'étouffée
P;21;poissons;1;poissons de mer;26130;julienne ou lingue crue
P;21;poissons;1;poissons de mer;26136;sardine grillée
P;21;poissons;1;poissons de mer;26187;anchois mariné
P;21;poissons;1;poissons de mer;27005;perche cuite au four
P;21;poissons;1;poissons de mer;27014;truite arc-en-ciel d'élevage cuite au four
P;21;poissons;1;poissons de mer;27015;truite arc-en-ciel d'élevage cuite à la vapeur
P;21;poissons;1;poissons de mer;27029;truite fumée
P;21;poissons;1;poissons de mer;91047;rouget cuit à l'étouffée
P;21;poissons;1;poissons de mer;91049;rascasse crue
P;21;poissons;2;poissons d'eau douce;27000;anguille cuite au four
P;21;poissons;2;poissons d'eau douce;27002;brochet cuit au four
P;21;poissons;2;poissons d'eau douce;27004;carpe cuite au four
P;21;poissons;2;poissons d'eau douce;34500;cuisse de grenouille crue
P;21;poissons;3;produits dérivés des poissons;8081;rillettes de saumon
P;21;poissons;3;produits dérivés des poissons;8082;rillettes de thon
P;21;poissons;3;produits dérivés des poissons;8291;terrine de poisson
P;21;poissons;3;produits dérivés des poissons;8292;pâté à base de poisson ou de crustacé
P;21;poissons;3;produits dérivés des poissons;8293;tarama industriel
P;21;poissons;3;produits dérivés des poissons;8295;mousse de poisson
P;21;poissons;3;produits dérivés des poissons;26004;oeufs de lump ou lompe semi-conserve
P;21;poissons;3;produits dérivés des poissons;26005;caviar semi-conserve
P;21;poissons;3;produits dérivés des poissons;26028;croquette ou nugget de poisson frit
P;21;poissons;3;produits dérivés des poissons;26030;poisson pané frit
P;21;poissons;3;produits dérivés des poissons;26046;surimi en bâtonnets
P;21;poissons;3;produits dérivés des poissons;26142;foie de morue en conserve
P;21;poissons;4;autres poissons ou poissons sans précision;25539;brochette de poisson
P;21;poissons;4;autres poissons ou poissons sans précision;26140;poisson sans précision
P;21;poissons;4;autres poissons ou poissons sans précision;92042;autre poisson
P;22;crustacés et mollusques;1;mollusques et coquillage;10000;bigorneau cuit
P;22;crustacés et mollusques;1;mollusques et coquillage;10002;calmar ou calamar frit
P;22;crustacés et mollusques;1;mollusques et coquillage;10003;coquille saint-jacques noix et corail crue
P;22;crustacés et mollusques;1;mollusques et coquillage;10004;coquille saint-jacques noix et corail cuite
P;22;crustacés et mollusques;1;mollusques et coquillage;10008;escargot cru
P;22;crustacés et mollusques;1;mollusques et coquillage;10013;moule cuite à l'eau
P;22;crustacés et mollusques;1;mollusques et coquillage;10016;seiche crue
P;22;crustacés et mollusques;1;mollusques et coquillage;10020;bulot ou buccin cuit
P;22;crustacés et mollusques;1;mollusques et coquillage;10027;clam praire ou palourde cuits à l'eau
P;22;crustacés et mollusques;1;mollusques et coquillage;10035;huître creuse crue
P;22;crustacés et mollusques;2;crustacés;10005;crabe ou tourteau en conserve
P;22;crustacés et mollusques;2;crustacés;10007;crevette cuite
P;22;crustacés et mollusques;2;crustacés;10009;homard cuit à l'eau
P;22;crustacés et mollusques;2;crustacés;10022;langouste cuite à l'eau
P;22;crustacés et mollusques;2;crustacés;10025;crabe ou tourteau cuit à l'eau
P;22;crustacés et mollusques;2;crustacés;10030;écrevisse crue
P;22;crustacés et mollusques;2;crustacés;25540;brochette de crevettes
P;22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;172;plateau de fruits de mer
P;22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;10043;fruits de mer sans précision
P;22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;92043;autre fruit de mer
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20003;betterave rouge cuite
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20007;carotte en conserve
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20008;carotte cuite
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20009;carotte crue
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20025;céleri-rave cuit
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20033;navet cuit
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20034;oignon cru
