codgr;libgr;sougr;libsougr;codal;libal;group_alim;code_role;code_role2
11;fromages;1;fromages affinés;12002;camembert et apparentés 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12009;fromage à pâte molle à croûte fleurie genre camembert allégé 20-30% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12010;coulommiers fromage à pâte molle à croûte fleurie 40-45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12020;brie fromage à pâte molle à croûte fleurie 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12025;carré de l'est fromage à pâte molle à croûte fleurie 45-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12028;chaource fromage à pâte molle à croûte fleurie 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12031;neufchâtel fromage à pâte molle à croûte fleurie 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12033;fromage triple crème plus de 75% m.g. type brillat savarin;fromages;PL;PL
11;fromages;1;fromages affinés;12034;autre fromage à pâte molle à croûte lavée;fromages;PL;PL
11;fromages;1;fromages affinés;12036;maroilles fromage à pâte molle à croûte lavée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12037;livarot fromage à pâte molle à croûte lavée 40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12039;munster fromage à pâte molle à croûte lavée 45-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12040;langres fromage à pâte molle à croûte lavée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12042;pont l'évêque fromage à pâte molle à croûte lavée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12045;reblochon fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12048;rouy fromage à pâte molle à croûte lavée 40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12049;saint-marcellin fromage à pâte molle à croûte naturelle 40-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12051;vacherin mont d'or fromage à pâte molle à croûte lavée au moins 45% m.g;fromages;PL;PL
11;fromages;1;fromages affinés;12100;autre fromage à pâte pressée cuite;fromages;PL;PL
11;fromages;1;fromages affinés;12105;beaufort fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12110;comté fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12114;gruyère fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12115;emmental fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12116;emmental allégé;fromages;PL;PL
11;fromages;1;fromages affinés;12120;parmesan fromage à pâte pressée cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12500;roquefort fromage de brebis à pâte persillée 52% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12520;bleu au lait de vache fromage à pâte persillée sans précision;fromages;PL;PL
11;fromages;1;fromages affinés;12521;bleu d'auvergne fromage à pâte persillée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12522;fourme d'ambert fromage à pâte persillée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12523;bleu des causses fromage à pâte persillée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12524;gorgonzola fromage à pâte molle persillée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12527;bleu et mini bleu de bresse fromage à pâte persillée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12705;fromage à pâte pressée non cuite allégé 20-30% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12708;fromage à pâte pressée non cuite 40-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12720;fromage et mini fromage type bonbel-babybel;fromages;PL;PL
11;fromages;1;fromages affinés;12723;cantal salers ou laguiole fromages à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12726;cheddar fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12729;édam fromage à pâte pressée non cuite 40-45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12736;gouda fromage à pâte pressée non cuite 30-40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12740;mimolette fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12743;morbier fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12746;fromage des pyrénées au lait de vache;fromages;PL;PL
11;fromages;1;fromages affinés;12747;fromage des pyrénées au lait de brebis;fromages;PL;PL
11;fromages;1;fromages affinés;12749;raclette fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12752;saint-nectaire fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12754;port salut fromage à pâte pressée non cuite à croûte lavée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12755;saint-paulin fromage à pâte pressée non cuite 45-50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12758;tome ou tomme fromage à pâte pressée non cuite 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;12759;tomme de montagne ou tomme de savoie;fromages;PL;PL
11;fromages;1;fromages affinés;12801;fromage de chèvre affiné au lait cru;fromages;PL;PL
11;fromages;1;fromages affinés;12803;fromage de chèvre affiné au lait pasteurisé ou cru;fromages;PL;PL
11;fromages;1;fromages affinés;12820;fromage de chèvre pâte molle;fromages;PL;PL
11;fromages;1;fromages affinés;12999;fromage sans précision;fromages;PL;PL
11;fromages;1;fromages affinés;25545;fromage à cuire pané nature type crousti'cho de président;fromages;PL;PL
11;fromages;1;fromages affinés;25546;fromage à cuire pané au jambon type menu fromage;fromages;PL;PL
11;fromages;1;fromages affinés;81005;gruyère râpé ajouté au service;fromages;PL;PL
11;fromages;1;fromages affinés;90068;camembert sans précision;fromages;PL;PL
11;fromages;1;fromages affinés;90069;caprice des dieux fromage à pâte molle 60% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90071;chamois d'or fromage à pâte molle 60% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90072;chaumes fromage à pâte molle à croûte lavée 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90075;époisses fromage à pâte molle à croûte lavée 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90076;fol épi fromage à pâte pressée cuite à trous 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90083;hollande fromage à pâte pressée non cuite 30-40% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90086;leerdammer fromage à pâte pressée demi-cuite à trous 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90095;pavé d'affinois fromage à pâte molle 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90102;saint albray fromage à pâte molle 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;90112;vieux pané fromage à pâte molle 50% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;92018;saint-félicien fromage à pâte molle 60% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;92019;boursault fromage à pâte molle double crème;fromages;PL;PL
11;fromages;1;fromages affinés;92020;maasdam fromage à pâte pressée non cuite à trous 45% m.g.;fromages;PL;PL
11;fromages;1;fromages affinés;92021;pouligny saint-pierre fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92022;selles-sur-cher fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92023;chabichou fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92024;fromage de chèvre mi-sec;fromages;PL;PL
11;fromages;1;fromages affinés;92025;fromage de chèvre sec;fromages;PL;PL
11;fromages;1;fromages affinés;92026;crottin fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92027;picodon fromage de chèvre;fromages;PL;PL
11;fromages;1;fromages affinés;92028;sainte-maure fromage de chèvre;fromages;PL;PL
11;fromages;2;fromages fondus;12305;fromage fondu 25% m.g. type sylphide ou vache qui rit équilibre et ligne;fromages;PL;PL
11;fromages;2;fromages fondus;12310;fromage fondu en portions ou en cubes 45-50% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;12315;fromage fondu 60-65% m.g. type six de savoie;fromages;PL;PL
11;fromages;2;fromages fondus;12325;cancoillotte spécialité fromagère fondue 40% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;12355;fromage fondu aux noix type rambol;fromages;PL;PL
11;fromages;2;fromages fondus;12356;snack pour enfants à base de fromage fondu et gressins type pik et croq ou kiri;fromages;PL;PL
11;fromages;2;fromages fondus;12819;fromage de chèvre fondu à tartiner nature type cabrette ou chavroux;fromages;PL;PL
11;fromages;2;fromages fondus;90061;apéricube fromage fondu 50% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90084;kiri crème fromage fondu double crème 70% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90098;p'tit louis fromage fondu 65% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90103;saint-moret fromage fondu demi-sel 30% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90104;saint-moret allégé fromage fondu demi-sel 20% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90106;samos 99 fromage fondu double crème 70% m.g.;fromages;PL;PL
11;fromages;2;fromages fondus;90110;vache qui rit fromage fondu 50% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;12061;féta de brebis;fromages;PL;PL
11;fromages;3;fromages frais non affinés;12320;spécialité fromagère non affinée double crème 70% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;12805;fromage de chèvre frais;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19524;fromage frais à tartiner 40-60% m.g;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19525;fromage frais à tartiner nature à plus de 60% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19530;fromage frais à tartiner à plus de 60% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19585;ricotta;fromages;PL;PL
11;fromages;3;fromages frais non affinés;19590;mozzarella;fromages;PL;PL
11;fromages;3;fromages frais non affinés;90067;boursin fromage frais salé aromatisé 70% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;90070;carré frais fromage à tartiner 40% m.g.;fromages;PL;PL
11;fromages;3;fromages frais non affinés;90109;tartare fromage frais aromatisé salé 70% m.g.;fromages;PL;PL
11;fromages;4;autres fromages ou fromage sans précision;92037;autre fromage;fromages;PL;PL
12;oeufs et dérivés;99;oeufs et dérivés;22000;oeuf entier cru;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22008;blanc d'œuf dur;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22009;jaune d'œuf cuit;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22010;oeuf dur;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22011;oeuf poché;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22014;oeuf à la coque;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22500;omelette nature cuite au beurre;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22501;oeuf au plat salé;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22502;oeufs brouillés au beurre;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22506;omelette au fromage;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22507;omelette aux lardons;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22508;omelette aux champignons;oeufs;P;P
12;oeufs et dérivés;99;oeufs et dérivés;22509;omelette aux fines herbes;oeufs;P;P
13;beurre;99;beurre;16400;beurre doux;beurre;MG;MG
13;beurre;99;beurre;16402;beurre demi-sel sel maxi 3%;beurre;MG;MG
13;beurre;99;beurre;16403;beurre salé sel > 3%;beurre;MG;MG
13;beurre;99;beurre;16410;beurre allégé 60-62 % m.g.;beurre;MG;MG
13;beurre;99;beurre;16411;beurre allégé 60-62 % m.g. demi-sel;beurre;MG;MG
13;beurre;99;beurre;16412;beurre allégé sans précision;beurre;MG;MG
13;beurre;99;beurre;16415;beurre doux léger 39-41% m.g.;beurre;MG;MG
13;beurre;99;beurre;16416;beurre léger 39-41% m.g. demi-sel;beurre;MG;MG
13;beurre;99;beurre;16712;matière grasse laitière légère 25% m.g. à tartiner type bridelight;beurre;MG;MG
13;beurre;99;beurre;81006;beurre allégé ajouté au service;beurre;MG;MG
13;beurre;99;beurre;81007;beurre allégé ajouté à la cuisson;beurre;MG;MG
13;beurre;99;beurre;81008;beurre doux non allégé ajouté à la cuisson;beurre;MG;MG
13;beurre;99;beurre;81009;beurre doux non allégé ajoutée au service;beurre;MG;MG
13;beurre;99;beurre;81010;beurre salé non allégé ajoutée au service;beurre;MG;MG
13;beurre;99;beurre;81011;beurre salé non allégé ajouté à la cuisson;beurre;MG;MG
14;huile;99;huile;17001;huile végétale sans précision;huile;MG;MG
14;huile;99;huile;17040;huile d'arachide;huile;MG;MG
14;huile;99;huile;17130;huile de colza;huile;MG;MG
14;huile;99;huile;17190;huile de maïs;huile;MG;MG
14;huile;99;huile;17220;huile de noix;huile;MG;MG
14;huile;99;huile;17270;huile d'olive vierge;huile;MG;MG
14;huile;99;huile;17350;huile de pépins de raisin;huile;MG;MG
14;huile;99;huile;17420;huile de soja;huile;MG;MG
14;huile;99;huile;17440;huile de tournesol;huile;MG;MG
14;huile;99;huile;17700;huile mélangée équilibrée type isio 4;huile;MG;MG
14;huile;99;huile;81012;huile d'arachide ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81013;huile d'arachide ajoutée au service;huile;MG;MG
14;huile;99;huile;81014;huile de colza ajoutée au service;huile;MG;MG
14;huile;99;huile;81015;huile de colza ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81016;huile de maïs ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81017;huile de maïs ajoutée au service;huile;MG;MG
14;huile;99;huile;81018;huile de palme ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81020;huile de pépin de raisins ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81021;huile de pépin de raisins ajoutée au service;huile;MG;MG
14;huile;99;huile;81022;huile de tournesol ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81023;huile de tournesol ajoutée au service;huile;MG;MG
14;huile;99;huile;81024;huile d'olive ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81025;huile d'olive ajoutée au service;huile;MG;MG
14;huile;99;huile;81028;huile mélangée (type isio 4) ajoutée au service;huile;MG;MG
14;huile;99;huile;81029;huile mélangée (type isio 4) ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81075;huile de noix ajoutée au service;huile;MG;MG
14;huile;99;huile;81081;huile de carthame ajoutée au service;huile;MG;MG
14;huile;99;huile;81086;huile de soja ajoutée au service;huile;MG;MG
14;huile;99;huile;81087;huile primevère oméga 3 ajoutée à la cuisson;huile;MG;MG
14;huile;99;huile;81088;huile primevère oméga 3 ajoutée au service;huile;MG;MG
14;huile;99;huile;92038;autre huile végétale;huile;MG;MG
15;margarine;99;margarine;16615;margarine de cuisine 80% m.g.;margarine;MG;MG
15;margarine;99;margarine;16616;matière grasse 70% m.g. en pain type astra;margarine;MG;MG
15;margarine;99;margarine;16632;matière grasse allégée 60% m.g.;margarine;MG;MG
15;margarine;99;margarine;16655;margarine au tournesol en barquette 80% m.g. type fruit d'or;margarine;MG;MG
15;margarine;99;margarine;16701;matière grasse composée allégée 60% m.g. type le fleurier ou tartine et cuisine;margarine;MG;MG
15;margarine;99;margarine;16727;matière grasse allégée 55-60% m.g. riche en oméga 3 et 6;margarine;MG;MG
15;margarine;99;margarine;16728;matière grasse légère 35% m.g. enrichie en stérols/stanols type proactive tartin;margarine;MG;MG
15;margarine;99;margarine;16729;matière grasse légère 38-41% m.g. demi-sel tartiner;margarine;MG;MG
15;margarine;99;margarine;16730;matière grasse légère 38-41% m.g. à tartiner;margarine;MG;MG
15;margarine;99;margarine;81030;margarine à l'huile d'olive 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81031;margarine à l'huile d'olive  60% m.g. ajoutéee à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81032;margarine allégée demi-sel 40% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81033;margarine allégée demi-sel  40% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81034;margarine allégée 40% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81035;margarine allégée  40% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81036;margarine au tournesol 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81037;margarine au tournesol  60% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81038;margarine au tournesol  70% ou 80% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81039;margarine au tournesol 70% ou 80% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81040;margarine ordinaire  60% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81041;margarine ordinaire 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81042;margarine ordinaire  70% ou 80% m.g. ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81043;margarine ordinaire 70% ou 80% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81044;margarine proactiv de fruit d'or ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81045;margarine proactiv de fruit d'or ajoutée à la cuisson;margarine;MG;MG
15;margarine;99;margarine;81046;margarine type primevère 60% m.g. ajoutée au service;margarine;MG;MG
15;margarine;99;margarine;81047;margarine type primevère 60% m.g. ajoutée à la cuisson;margarine;MG;MG
16;autres graisses;99;autres graisses;15202;pâte d'arachide ou beurre de cacahuète;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16080;corps gras pour friture 100% m.g. type végétaline;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16520;saindoux;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16550;graisse de canard;autres graisses;MG;MG
16;autres graisses;99;autres graisses;16560;graisse d'oie;autres graisses;MG;MG
16;autres graisses;99;autres graisses;81051;gras de bœuf  saindoux ou autre graisse animale ajoutés à la cuisson;autres graisses;MG;MG
17;viande;1;agneau;21501;agneau côtelette grillée;viande;P;P
17;viande;1;agneau;21503;agneau gigot rôti;viande;P;P
17;viande;1;agneau;21506;agneau épaule rôtie;viande;P;P
17;viande;1;agneau;25541;brochette d'agneau;viande;P;P
17;viande;2;bœuf en pièces ou haché;6100;bœuf entrecôte grillée;viande;P;P
17;viande;2;bœuf en pièces ou haché;6101;bœuf braisé;viande;P;P
17;viande;2;bœuf en pièces ou haché;6110;bœuf faux-filet grillé;viande;P;P
17;viande;2;bœuf en pièces ou haché;6200;boeuf bifteck grillé;viande;P;P
17;viande;2;bœuf en pièces ou haché;6210;bœuf rosbif rôti;viande;P;P
17;viande;2;bœuf en pièces ou haché;6220;bœuf à bourguignon cuit;viande;P;P
17;viande;2;bœuf en pièces ou haché;6230;bœuf à pot-au-feu cuit;viande;P;P
17;viande;2;bœuf en pièces ou haché;6250;steak haché 5% m.g. cru;viande;P;P
17;viande;2;bœuf en pièces ou haché;6251;steak haché 5% m.g. cuit;viande;P;P
17;viande;2;bœuf en pièces ou haché;6253;steak haché 10% m.g. cuit;viande;P;P
17;viande;2;bœuf en pièces ou haché;6255;steak haché 15% m.g. cuit;viande;P;P
17;viande;2;bœuf en pièces ou haché;6257;steak haché 20% m.g. cuit;viande;P;P
17;viande;2;bœuf en pièces ou haché;25163;bœuf boulettes cuites;viande;P;P
17;viande;2;bœuf en pièces ou haché;25505;brochette de bœuf;viande;P;P
17;viande;2;bœuf en pièces ou haché;25538;carpaccio de boeuf;viande;P;P
17;viande;2;bœuf en pièces ou haché;90205;fondue bourguignonne;viande;P;P
17;viande;3;porc;28101;porc côtelette grillée;viande;P;P
17;viande;3;porc;28202;porc filet rôti maigre cuit;viande;P;P
17;viande;3;porc;28301;porc rôti cuit;viande;P;P
17;viande;3;porc;28401;porc travers braisé;viande;P;P
17;viande;3;porc;28451;porc échine rôtie;viande;P;P
17;viande;4;veau;6511;veau côte cuite;viande;P;P
17;viande;4;veau;6520;veau escalope cuite;viande;P;P
17;viande;4;veau;6531;veau filet rôti;viande;P;P
17;viande;4;veau;6550;veau rôti;viande;P;P
17;viande;4;veau;6570;veau mijoté;viande;P;P
17;viande;4;veau;25173;veau escalope panée;viande;P;P
17;viande;5;autre viande;6902;cheval viande rôtie;viande;P;P
17;viande;5;autre viande;6999;viande cuite sans précision;viande;P;P
17;viande;5;autre viande;25506;brochette mixte de viande;viande;P;P
17;viande;5;autre viande;92040;autre viande;viande;P;P
18;volaille et gibier;1;volailles et lapins;8110;confit de canard;volaille;P;P
18;volaille et gibier;1;volailles et lapins;25504;brochette de volaille;volaille;P;P
18;volaille et gibier;1;volailles et lapins;34000;lapin en ragoût;volaille;P;P
18;volaille et gibier;1;volailles et lapins;34002;lapin viande cuite;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36004;poulet cuisse rôtie viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36005;poulet rôti viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36010;poule bouillie viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36011;poule viande bouillie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36018;blanc de poulet cuit;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36102;caille cuite viande et peau;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36202;canard viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36205;canard magret cuit à la poêle;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36302;dinde viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36306;dinde ou autre volaille escalope sautée;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36502;oie viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36602;pigeon viande rôtie;volaille;P;P
18;volaille et gibier;1;volailles et lapins;36900;volaille cuite sans précision;volaille;P;P
18;volaille et gibier;1;volailles et lapins;92509;autre volaille cuite;volaille;P;P
18;volaille et gibier;2;gibier;14000;chevreuil rôti;volaille;P;P
18;volaille et gibier;2;gibier;14001;lièvre en ragoût;volaille;P;P
18;volaille et gibier;2;gibier;14003;sanglier rôti;volaille;P;P
18;volaille et gibier;2;gibier;36402;faisan viande rôtie;volaille;P;P
18;volaille et gibier;2;gibier;92047;autre gibier;volaille;P;P
19;abats;99;abats;40003;cervelle d'agneau cuite;abats;P;P
19;abats;99;abats;40004;cervelle de porc braisée;abats;P;P
19;abats;99;abats;40053;cœur de bœuf cuit;abats;P;P
19;abats;99;abats;40103;foie d'agneau cuit;abats;P;P
19;abats;99;abats;40105;foie de génisse cuit;abats;P;P
19;abats;99;abats;40107;foie de veau cuit;abats;P;P
19;abats;99;abats;40109;foie de volaille cuit;abats;P;P
19;abats;99;abats;40116;foie poulet cuit;abats;P;P
19;abats;99;abats;40201;langue de veau cuite;abats;P;P
19;abats;99;abats;40203;langue de bœuf cuite;abats;P;P
19;abats;99;abats;40305;ris de veau braisé ou poêlé;abats;P;P
19;abats;99;abats;40401;rognon cuit sans précision;abats;P;P
19;abats;99;abats;40403;rognon de bœuf cuit;abats;P;P
19;abats;99;abats;40405;rognon de porc cuit;abats;P;P
19;abats;99;abats;40406;rognon d'agneau braisé;abats;P;P
19;abats;99;abats;40701;canard gésier confit égoutté et réchauffé;abats;P;P
19;abats;99;abats;92003;autre abat;abats;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28501;lardon nature cru;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28504;lardon nature cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28720;poitrine de porc fumée;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28725;lardon ou bacon fumé cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28727;bacon filet cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28800;jambon cru;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28801;jambon cru fumé;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28802;jambon sec dd (découenné dégraissé);charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28803;jambon cuit fumé;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28850;coppa;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28858;pancetta ou poitrine roulée sèche;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28900;jambon cuit supérieur;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28906;jambon cuit supérieur dd (découenné dégraissé);charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28916;jambon cuit;charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28925;jambon cuit dd (découenné dégraissé);charcuterie;P;P
20;charcuterie;1;jambons et charcuteries en pièces;28960;jambonneau cuit;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8504;andouille réchauffée;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8551;andouillette réchauffée;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8704;boudin noir cuit;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;8800;boudin blanc cuit;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30005;chipolata cuite;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30011;saucisse de toulouse cuite;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30105;saucisse de montbéliard;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30108;saucisse de morteau cuite;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30125;saucisse alsacienne fumée ou gendarme;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30134;saucisse de francfort;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30155;merguez de bœuf et de mouton cuite;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30300;saucisson sec;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30301;saucisson sec pur porc;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30304;rosette ou fuseau;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30315;chorizo sec;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30350;salami;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30700;saucisson à l'ail;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30730;cervelas;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30742;saucisse de strasbourg;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30746;saucisse cocktail;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30780;saucisse sans précision;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;30789;mortadelle;charcuterie;P;P
