,alpha,beta,omega_ini,seuil_acc,user,cluster,id_user,nojour,tyrep,avecqui,repas,substitution,reponse,omega,epsilon
351,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,18,gouter,seul,"['autre eau', 'eau du robinet']",(),False,0.19,0.7678000000000016
352,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,18,gouter,seul,"['eau du robinet', ""condiments d'assaisonnement"", 'pain', 'oléagineux et graines', 'sucre et assimilés']",(),False,0.2,0.769000000000001
353,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,18,gouter,seul,"['autres boissons fraîches', 'fromages affinés']","('fromages affinés', 'lait en bouteille ou en brique')",True,0.19,0.7438000000000011
354,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,18,gouter,seul,"['thé et infusions', 'bière', 'fruits', 'sucre et assimilés']",(),False,0.2,0.7635000000000016
355,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,18,diner,accompagne,"['eau du robinet', 'légumes feuilles', 'agneau', 'oléagineux et graines', 'volailles et lapins', 'fromage blanc et petits suisses', 'yaourts et assimilés']","('oléagineux et graines', 'poissons de mer')",True,0.23000000000000004,0.7721000000000016
356,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,18,diner,seul,"['pain', 'jambons et charcuteries en pièces', 'potages et soupes', 'fromage blanc et petits suisses']","('jambons et charcuteries en pièces', 'poissons de mer')",True,0.19,0.7635000000000016
357,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,18,diner,seul,"['pain', 'pommes de terre et apparentés', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'fruits']","('pain', 'pâtes alimentaires')",False,0.2,0.764800000000001
358,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,18,diner,seul,"['sodas et colas', 'eau minérale plate', 'sauces', 'légumes fruits', 'fromages affinés', 'crème dessert et lait gélifié']",(),False,0.19,0.7438000000000011
359,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,18,diner,accompagne,"['cocktails et mélanges', 'sauces', 'pain', 'beurre', 'huile', 'crustacés', 'potages et soupes']","('beurre', 'huile')",False,0.2,0.7592000000000017
360,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,19,petit-dejeuner,accompagne,['fruits'],(),False,0.23000000000000004,0.7721000000000016
361,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,19,petit-dejeuner,seul,"['café', 'pain', 'margarine', 'confiture et miel', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.18,0.7592000000000017
362,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,19,petit-dejeuner,seul,"['café', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.2,0.760600000000001
363,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,19,petit-dejeuner,seul,"['autres boissons fraîches', 'lait en bouteille ou en brique', 'fruits']",(),False,0.19,0.7438000000000011
364,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,19,petit-dejeuner,seul,"['viennoiserie', 'confiserie']","('viennoiserie', 'céréales sucrées, glacées ou au miel')",False,0.2,0.7549000000000017
365,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,19,dejeuner,seul,"['eau du robinet', 'sauces', 'pain', 'pommes de terre et apparentés', 'pâtes alimentaires', 'mélanges de légumes, légumes préparés et autres légumes', 'agneau', 'porc', 'fruits']",(),False,0.23000000000000004,0.7721000000000016
366,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,19,dejeuner,accompagne,"['café', 'eau de source', 'vin', 'haricots verts et petits pois (légumes potagers)', 'huile', 'autre viande', 'poissons de mer', 'fromages affinés', 'fruits']","('fromages affinés', 'crème fraîche')",False,0.16999999999999998,0.7549000000000017
367,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,19,dejeuner,accompagne,"['café', 'sauces', 'pain', 'beurre', 'huile', 'boeuf en pièces ou haché', 'plats garnis à base de viande', 'sandwichs baguette', 'fruits']",(),False,0.2,0.760600000000001
368,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,19,dejeuner,accompagne,"['aliments destinés à une alimentation particulière', 'café', 'eau du robinet', 'eau de source', 'pain', 'choux', 'légumes feuilles', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'boeuf en pièces ou haché', 'fruits secs et châtaignes', 'poissons de mer', 'fromages affinés', 'yaourts et assimilés', 'fruits']","('fromages affinés', 'crème fraîche')",False,0.19,0.7396000000000011
369,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,19,dejeuner,accompagne,"['café', 'pain']","('café', 'thé et infusions')",False,0.2,0.7506000000000017
370,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,19,gouter,accompagne,['sodas et colas'],"('sodas et colas', 'eau du robinet')",False,0.23000000000000004,0.7678000000000016
371,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,19,gouter,seul,"['eau du robinet', 'vin', 'biscuits sucrés', 'crème dessert et lait gélifié', 'fruits']","('biscuits sucrés', 'fruits')",False,0.15999999999999998,0.7506000000000017
372,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,19,gouter,seul,"['café', 'eau du robinet', 'sucre et assimilés']",(),False,0.2,0.760600000000001
373,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,19,gouter,seul,"['autre eau', 'bière', 'eau du robinet', 'eau minérale plate']","('bière', 'eau du robinet')",True,0.19,0.7354000000000012
374,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,19,gouter,seul,"['café', 'eau minérale plate', 'eau du robinet']","('café', 'cacao, poudres et boissons cacaotées')",False,0.2,0.7463000000000017
375,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,19,diner,accompagne,"['autre eau', 'cidre', 'pâtes alimentaires', 'margarine', 'agneau', 'jambons et charcuteries en pièces', 'mollusques et coquillage', 'poissons de mer', 'potages et soupes', 'crème dessert et lait gélifié', 'glaces']","('margarine', 'huile')",True,0.23000000000000004,0.7635000000000016
376,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,19,diner,seul,"['bière', 'eau de source', 'pommes de terre et apparentés', 'légumes racines, tubercules ou bulbes', 'huile', 'jambons et charcuteries en pièces', 'potages et soupes', 'fromages affinés', 'biscuits sucrés', 'fruits']","('fromages affinés', 'fromage blanc et petits suisses')",False,0.14999999999999997,0.7463000000000017
377,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,19,diner,accompagne,"['légumes fruits', 'boeuf en pièces ou haché', 'oeufs et dérivés', 'produits dérivés des poissons', 'volailles et lapins', 'potages et soupes', 'gâteaux']","('gâteaux', 'fruits')",True,0.2,0.7564000000000011
378,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,19,diner,accompagne,"['eau du robinet', 'sodas et colas', 'spiritueux et vins cuits', 'sauces', 'pain', 'mélanges de légumes, légumes préparés et autres légumes', 'huile', 'fromages affinés', 'yaourts et assimilés', 'fruits', 'sucre et assimilés']","('fromages affinés', 'yaourts et assimilés')",False,0.19,0.7312000000000012
379,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,19,diner,accompagne,"['eau de source', 'pain', 'légumes fruits', 'beurre', 'fruits secs et châtaignes', 'pâtés, terrines, rillettes et foie gras', 'garnitures composées']","('fruits secs et châtaignes', 'poissons de mer')",True,0.2,0.7420000000000018
380,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,20,petit-dejeuner,accompagne,"['chicorée et poudre maltée', 'yaourts et assimilés', 'confiture et miel', 'sucre et assimilés']",(),False,0.23000000000000004,0.7635000000000016
381,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,20,petit-dejeuner,seul,"['café', 'biscottes et panification sèche', 'margarine', 'confiture et miel']","('margarine', 'huile')",False,0.13999999999999996,0.7420000000000018
382,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,20,petit-dejeuner,accompagne,"['thé et infusions', 'pain', 'lait en bouteille ou en brique', 'confiture et miel']",(),False,0.2,0.7564000000000011
383,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,20,petit-dejeuner,accompagne,"['biscottes et panification sèche', 'pain', 'beurre', 'céréales sucrées, glacées ou au miel']","('beurre', 'margarine')",False,0.19,0.7270000000000012
384,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,20,petit-dejeuner,accompagne,"['café', 'jus de fruits (purs et à base  de concentré)', 'beurre', 'confiserie']","('beurre', 'margarine')",False,0.2,0.7377000000000018
385,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,20,dejeuner,accompagne,"['café', 'eau du robinet', 'eau minérale plate', 'vin', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'huile']",(),False,0.23000000000000004,0.7635000000000016
386,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,20,dejeuner,accompagne,"['café', 'eau de source', 'vin', 'pain', 'riz', 'champignons', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'beurre', 'biscuits salés pour apéritif', 'fruits']","('beurre', 'huile')",False,0.12999999999999995,0.7377000000000018
387,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,20,dejeuner,accompagne,"['sauces', 'pain', 'boeuf en pièces ou haché', 'légumes secs', 'volailles et lapins', 'pâtés, terrines, rillettes et foie gras', 'pizzas', 'plats garnis à base de viande', 'fruits']","('pâtés, terrines, rillettes et foie gras', 'volailles et lapins')",True,0.2,0.7522000000000011
388,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,20,dejeuner,seul,"['aliments destinés à une alimentation particulière', 'eau du robinet', 'eau de source', 'choux', 'légumes feuilles', 'pâtés, terrines, rillettes et foie gras', 'volailles et lapins']","('pâtés, terrines, rillettes et foie gras', 'poissons de mer')",True,0.19,0.7228000000000012
389,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,20,dejeuner,seul,"['autre eau', 'eau du robinet', 'sauces', 'pain', 'pommes de terre et apparentés', 'margarine', 'yaourts et assimilés']","('margarine', 'huile')",False,0.2,0.7334000000000018
390,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,20,gouter,seul,"['café', 'fruits']","('café', 'thé et infusions')",False,0.23000000000000004,0.7592000000000017
391,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,20,gouter,seul,"['eau du robinet', 'fruits']",(),False,0.12999999999999995,0.7377000000000018
392,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,20,gouter,accompagne,['autre eau'],"('autre eau', 'eau du robinet')",True,0.2,0.7480000000000011
393,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,20,gouter,seul,"['café', 'eau de source', 'pain', 'fruits', 'gâteaux']","('gâteaux', 'fruits')",True,0.19,0.7186000000000012
394,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,20,gouter,accompagne,['eau du robinet'],"('eau du robinet', 'eau de source')",False,0.2,0.7291000000000019
395,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,20,diner,seul,"['sauces', 'mollusques et coquillage', 'saucisses, saucissons, andouilles et boudins', 'glaces']","('glaces', 'fruits')",True,0.23000000000000004,0.7549000000000017
396,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,20,diner,seul,"['cocktails et mélanges', 'eau de source', 'pain', 'légumes feuilles', 'oeufs et dérivés', 'fromages affinés', 'fruits']","('fromages affinés', 'crème fraîche')",False,0.11999999999999995,0.7334000000000018
397,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,20,diner,seul,"['sodas et colas', 'pommes de terre et apparentés', 'oléagineux et graines', 'autres sandwichs', 'feuilletés et friands']","('oléagineux et graines', 'poissons de mer')",True,0.2,0.7438000000000011
398,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,20,diner,seul,"['pain', 'légumes racines, tubercules ou bulbes', 'potages et soupes', 'crème fraîche', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.19,0.7144000000000013
399,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,20,diner,accompagne,"['café', 'eau de source', 'eau du robinet', 'beurre', 'saucisses, saucissons, andouilles et boudins', 'potages et soupes', 'fromage blanc et petits suisses', 'yaourts et assimilés', 'crème dessert et lait gélifié']","('saucisses, saucissons, andouilles et boudins', 'volailles et lapins')",False,0.2,0.7248000000000019
400,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,21,petit-dejeuner,seul,"['thé et infusions', 'autre eau', 'jus de fruits (purs et à base  de concentré)', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",True,0.23000000000000004,0.7506000000000017
401,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,21,petit-dejeuner,seul,"['eau du robinet', 'pain', 'beurre', 'fruits', 'viennoiserie']","('viennoiserie', 'fruits')",False,0.10999999999999996,0.7291000000000019
402,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,21,petit-dejeuner,seul,"['café', 'pain', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.2,0.7396000000000011
403,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,21,petit-dejeuner,accompagne,"['café', 'margarine', 'viennoiserie', 'fruits', 'confiture et miel']","('viennoiserie', 'fruits')",True,0.19,0.7102000000000013
404,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,21,petit-dejeuner,seul,"['café', 'eau du robinet', 'margarine', 'viennoiserie']","('viennoiserie', 'fruits')",False,0.19,0.7205000000000019
405,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,21,dejeuner,accompagne,"['autre eau', 'vin', 'légumes feuilles', 'beurre', 'sandwichs baguette', 'fromages affinés', 'fruits']","('beurre', 'margarine')",True,0.23000000000000004,0.7463000000000017
406,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,21,dejeuner,seul,"['eau du robinet', 'pain', 'riz', 'pâtés, terrines, rillettes et foie gras', 'lait en bouteille ou en brique']",(),False,0.10999999999999996,0.7291000000000019
407,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,21,dejeuner,accompagne,"['sauces', 'haricots verts et petits pois (légumes potagers)']",(),False,0.2,0.7396000000000011
408,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,21,dejeuner,seul,"['eau minérale plate', 'volailles et lapins', 'fromages affinés', 'yaourts et assimilés', 'gâteaux', 'sucre et assimilés']","('fromages affinés', 'yaourts et assimilés')",False,0.19,0.7060000000000013
409,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,21,dejeuner,seul,"['eau du robinet', 'légumes feuilles', 'beurre']","('beurre', 'margarine')",False,0.18,0.716200000000002
410,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,21,gouter,accompagne,"['jus de fruits (purs et à base  de concentré)', 'eau minérale plate']","('jus de fruits (purs et à base  de concentré)', 'eau minérale plate')",True,0.23000000000000004,0.7420000000000018
411,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,21,gouter,accompagne,"['eau du robinet', 'fruits']",(),False,0.10999999999999996,0.7291000000000019
412,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,21,gouter,accompagne,"['eau du robinet', 'eau de source']","('eau de source', 'eau minérale plate')",True,0.2,0.7354000000000012
413,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,21,gouter,seul,"['café', 'eau du robinet', 'fruits']","('café', 'thé et infusions')",False,0.19,0.7018000000000013
414,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,21,gouter,accompagne,['eau du robinet'],"('eau du robinet', 'eau de source')",False,0.16999999999999998,0.711900000000002
415,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,21,diner,accompagne,"['autre eau', 'eau de source', 'sauces', 'pain', 'légumes fruits', 'volailles et lapins', 'lait en bouteille ou en brique']","('sauces', 'herbes aromatiques')",False,0.23000000000000004,0.7377000000000018
416,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,21,diner,seul,"['bière', 'eau du robinet', 'vin', 'sauces', 'légumes racines, tubercules ou bulbes', 'beurre', 'autres sandwichs']","('beurre', 'huile')",False,0.09999999999999996,0.7248000000000019
417,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,21,diner,accompagne,"['café', 'eau de source', 'sodas et colas', 'sauces', 'pommes de terre et apparentés', 'pâtes alimentaires', 'légumes feuilles', 'volailles et lapins', 'plats garnis à base de viande']",(),False,0.2,0.7354000000000012
418,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,21,diner,accompagne,"['eau minérale plate', ""condiments d'accompagnement"", ""condiments d'assaisonnement"", 'herbes aromatiques', 'pain', 'crème dessert et lait gélifié']","(""condiments d'accompagnement"", 'sauces')",True,0.19,0.6976000000000013
419,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,21,diner,accompagne,"['cocktails et mélanges', 'eau du robinet', 'sauces', 'pain', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'volailles et lapins']","('sauces', 'herbes aromatiques')",True,0.16999999999999998,0.707600000000002
420,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,22,petit-dejeuner,seul,"['café', 'chicorée et poudre maltée']","('café', 'chicorée et poudre maltée')",False,0.23000000000000004,0.7334000000000018
421,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,22,petit-dejeuner,seul,"['eau du robinet', 'pain', 'produits dérivés des poissons', 'confiture et miel']",(),False,0.09999999999999996,0.7248000000000019
422,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,22,petit-dejeuner,accompagne,"['café', 'pain', 'compotes', 'viennoiserie', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",True,0.2,0.7312000000000012
423,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,22,petit-dejeuner,accompagne,"['margarine', 'lait en bouteille ou en brique']",(),False,0.19,0.6976000000000013
424,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,22,petit-dejeuner,seul,"['chicorée et poudre maltée', 'lait en bouteille ou en brique']","('chicorée et poudre maltée', 'café')",True,0.16999999999999998,0.703300000000002
425,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,22,dejeuner,accompagne,"['eau minérale plate', 'pain', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'margarine']","('margarine', 'huile')",True,0.23000000000000004,0.7291000000000019
426,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,22,dejeuner,accompagne,"['eau de source', 'vin', 'sauces', 'pain', 'légumes racines, tubercules ou bulbes', 'agneau', 'sucre et assimilés']",(),False,0.09999999999999996,0.7248000000000019
427,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,22,dejeuner,accompagne,"['eau de source', 'pain', 'légumes racines, tubercules ou bulbes', 'huile', 'boeuf en pièces ou haché', 'quiches et tartes salées']",(),False,0.2,0.7312000000000012
428,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,22,dejeuner,accompagne,"['autre eau', 'spiritueux et vins cuits', 'légumes fruits', 'huile', 'volailles et lapins', 'plats à base de pâtes ou de pommes de terre', 'gâteaux']","('gâteaux', 'fruits')",True,0.19,0.6934000000000013
429,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,22,dejeuner,accompagne,"['café', 'eau du robinet', 'spiritueux et vins cuits', 'pain', 'riz', 'margarine', 'crustacés', 'volailles et lapins', 'fruits']",(),False,0.16999999999999998,0.703300000000002
430,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,22,gouter,seul,"['café', 'sodas et colas']","('café', 'thé et infusions')",False,0.23000000000000004,0.7248000000000019
431,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,22,gouter,seul,"['eau du robinet', 'fruits']",(),False,0.09999999999999996,0.7248000000000019
432,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,22,gouter,seul,"['sodas et colas', 'pâtés, terrines, rillettes et foie gras']",(),False,0.2,0.7312000000000012
433,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,22,gouter,accompagne,['viennoiserie'],"('viennoiserie', 'fruits')",True,0.19,0.6892000000000014
434,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,22,gouter,seul,"['boissons aux fruits', 'eau du robinet']",(),False,0.16999999999999998,0.703300000000002
435,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,22,diner,seul,"['sauces', 'pain']","('sauces', 'herbes aromatiques')",False,0.23000000000000004,0.7205000000000019
436,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,22,diner,accompagne,"['bière', 'eau de source', 'eau du robinet', 'pain', 'huile', 'plats à base de légumes', 'fromages affinés', 'fruits']","('fromages affinés', 'crème fraîche')",False,0.08999999999999997,0.7205000000000019
437,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,22,diner,seul,"['cocktails et mélanges', 'eau de source', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.2,0.7270000000000012
438,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,22,diner,seul,"['potages et soupes', 'fromages affinés', 'fruits']","('fromages affinés', 'yaourts et assimilés')",True,0.19,0.6850000000000014
439,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,22,diner,seul,"['spiritueux et vins cuits', 'pain', 'beurre', 'huile']","('beurre', 'margarine')",True,0.16999999999999998,0.6990000000000021
440,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,23,petit-dejeuner,accompagne,"['café', 'eau du robinet', 'confiture et miel', 'sucre et assimilés']",(),False,0.23000000000000004,0.7205000000000019
441,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,23,petit-dejeuner,accompagne,"['cacao, poudres et boissons cacaotées', 'café', 'pain', 'beurre', 'margarine']","('beurre', 'margarine')",True,0.07999999999999997,0.716200000000002
442,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,23,petit-dejeuner,accompagne,['café'],"('café', 'thé et infusions')",False,0.2,0.7228000000000012
443,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,23,petit-dejeuner,seul,"['café', 'thé et infusions', 'eau minérale plate', 'lait en bouteille ou en brique', 'viennoiserie']","('viennoiserie', 'céréales sucrées, glacées ou au miel')",False,0.19,0.6808000000000014
444,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,23,petit-dejeuner,seul,"['café', 'confiserie']",(),False,0.16999999999999998,0.6990000000000021
445,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,23,dejeuner,accompagne,"[""condiments d'accompagnement"", 'herbes aromatiques', 'sauces', 'pain', 'légumes feuilles']","(""condiments d'accompagnement"", 'sauces')",True,0.23000000000000004,0.716200000000002
446,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,23,dejeuner,seul,"['eau du robinet', 'eau minérale plate', 'choux', 'légumes fruits', 'saucisses, saucissons, andouilles et boudins']",(),False,0.07999999999999997,0.716200000000002
447,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,23,dejeuner,accompagne,"['pain', 'légumes fruits', 'huile', 'boeuf en pièces ou haché', 'légumes secs', 'plats à base de pâtes ou de pommes de terre', 'fromages affinés']","('fromages affinés', 'crème fraîche')",False,0.2,0.7186000000000012
448,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,23,dejeuner,accompagne,"['café', 'eau du robinet', 'eau minérale plate', 'pain', 'pommes de terre et apparentés', 'choux', 'huile', 'volailles et lapins', 'yaourts et assimilés', 'compotes']",(),False,0.19,0.6808000000000014
449,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07C48>,2,11,23,dejeuner,seul,"['eau de source', 'spiritueux et vins cuits', 'jambons et charcuteries en pièces', 'fromage blanc et petits suisses', 'fromages affinés', 'yaourts et assimilés', 'fruits']","('fromages affinés', 'yaourts et assimilés')",False,0.16999999999999998,0.6947000000000021
450,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B500A948>,1,7,23,gouter,accompagne,"['eau minérale plate', 'pain', 'sucre et assimilés']",(),False,0.23000000000000004,0.716200000000002
451,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3B27F48>,4,8,23,gouter,accompagne,['sucre et assimilés'],"('sucre et assimilés', 'confiture et miel')",False,0.06999999999999998,0.711900000000002
452,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07948>,7,9,23,gouter,seul,"['eau du robinet', 'sucre et assimilés']",(),False,0.2,0.7186000000000012
453,1.01,1.005,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C07F48>,3,10,23,gouter,seul,"['pain', 'fruits']",(),False,0.19,0.6808000000000014
