alpha;beta;omega;seuil_acc;user;id_user;nojour;tyrep;avecqui;repas;substitution;reponse;omega;epsilon
1.0005;1.001;0.05;0.5;<__main__.VirtualUser object at 0x000001D08159FC50>;1;1;diner;seul;['eau du robinet', 'pommes de terre et apparentés', 'mollusques et coquillage', 'fromages affinés', 'yaourts et assimilés', 'entremets', 'glaces'];('glaces', 'fruits');True;0.1;0.998780487804878
1.0005;1.001;0.05;0.5;<__main__.VirtualUser object at 0x000001D08159FC50>;1;2;petit-dejeuner;accompagne;['jus de fruits (purs et à base  de concentré)', 'beurre', 'lait en bouteille ou en brique', 'yaourts et assimilés', 'sucre et assimilés'];('beurre', 'margarine');False;0.1;0.9983739837398374
1.0005;1.001;0.05;0.5;<__main__.VirtualUser object at 0x000001D08159FC50>;1;2;dejeuner;accompagne;['eau du robinet', 'pain', 'pâtes alimentaires', 'poissons de mer', 'fruits', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9979674796747967
1.0005;1.001;0.05;0.5;<__main__.VirtualUser object at 0x000001D08159FC50>;1;2;gouter;accompagne;['café', 'eau de source', 'eau du robinet', 'eau minérale plate', 'chocolat en tablettes'];('chocolat en tablettes', 'fruits');False;0.1;0.9975609756097561
1.0005;1.001;0.05;0.5;<__main__.VirtualUser object at 0x000001D08159FC50>;1;2;diner;accompagne;['légumes feuilles', 'légumes racines, tubercules ou bulbes', 'mélanges de légumes, légumes préparés et autres légumes', 'oeufs et dérivés', 'fromage blanc et petits suisses', 'yaourts et assimilés', 'fruits'];('oeufs et dérivés', 'poissons de mer');True;0.1;0.9971544715447155
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;1;petit-dejeuner;accompagne;['café', 'thé et infusions', 'pain'];('café', 'chicorée et poudre maltée');False;0.1;0.9991518235793045
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;1;dejeuner;accompagne;"['eau du robinet', ""condiments d'assaisonnement"", 'sauces', 'pain', 'beurre', 'huile', 'yaourts et assimilés', 'fruits']";"(""condiments d'assaisonnement"", 'sauces')";False;0.1;0.9987277353689568
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;1;gouter;seul;['café', 'bière'];('café', 'thé et infusions');True;0.1;0.998303647158609
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;1;diner;seul;['eau du robinet', 'vin', 'sauces', 'pain', 'légumes fruits', 'boeuf en pièces ou haché'];('sauces', 'herbes aromatiques');False;0.1;0.9978795589482612
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;2;petit-dejeuner;seul;['lait en bouteille ou en brique', 'confiture et miel'];();False;0.1;0.9978795589482612
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;2;dejeuner;accompagne;['café', 'thé et infusions', 'pain', 'pommes de terre et apparentés', 'beurre', 'huile', 'boeuf en pièces ou haché', 'poissons de mer', 'veau'];('beurre', 'huile');False;0.09000000000000001;0.9974554707379135
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;2;gouter;seul;['fruits'];();False;0.09000000000000001;0.9974554707379135
1.0005;1.001;0.05;0.75;<__main__.VirtualUser object at 0x000001D080C23978>;1;2;diner;accompagne;"['eau de source', 'eau du robinet', ""condiments d'accompagnement"", 'sauces', 'sel et épices', 'pâtes alimentaires', 'fromages affinés', 'sucre et assimilés']";"(""condiments d'accompagnement"", 'herbes aromatiques')";True;0.09000000000000001;0.9970313825275657
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;1;petit-dejeuner;accompagne;['café', 'thé et infusions', 'pain', 'lait en bouteille ou en brique', 'yaourts et assimilés'];('café', 'chicorée et poudre maltée');False;0.1;0.9991201055873296
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;1;dejeuner;accompagne;['eau du robinet', 'pain', 'poissons de mer', 'volailles et lapins', 'fromages affinés', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9986801583809943
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;1;gouter;accompagne;['sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.998240211174659
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;1;diner;seul;['riz', 'oeufs et dérivés', 'oléagineux et graines', 'fromages affinés', 'yaourts et assimilés', 'compotes', 'entremets', 'fruits'];('fromages affinés', 'yaourts et assimilés');True;0.1;0.9978002639683238
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;2;petit-dejeuner;accompagne;['cacao, poudres et boissons cacaotées', 'café', 'jus de fruits (purs et à base  de concentré)', 'pain', 'céréales chocolatées', 'fruits', 'viennoiserie', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9973603167619886
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;2;dejeuner;seul;['sauces', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'autre charcuterie ou charcuterie  sans précision', 'oléagineux et graines', 'saucisses, saucissons, andouilles et boudins', 'fromages affinés'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.9969203695556533
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;2;gouter;seul;['sucre et assimilés'];();False;0.1;0.9969203695556533
1.0005;1.001;0.05;0.8;<__main__.VirtualUser object at 0x000001D08112D8D0>;1;2;diner;seul;['haricots verts et petits pois (légumes potagers)', 'plats garnis à base de viande', 'yaourts et assimilés'];('yaourts et assimilés', 'fromage blanc et petits suisses');False;0.1;0.9964804223493181
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;1;petit-dejeuner;seul;['sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9989035087719298
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;1;dejeuner;accompagne;['café', 'beurre', 'huile', 'margarine'];('beurre', 'huile');False;0.1;0.9983552631578947
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;1;gouter;accompagne;['aliments destinés à une alimentation particulière'];();False;0.1;0.9983552631578947
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;1;diner;seul;['eau minérale plate', 'légumes feuilles', 'beurre', 'huile'];('beurre', 'huile');True;0.1;0.9978070175438597
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;2;petit-dejeuner;accompagne;['café', 'thé et infusions', 'jus de fruits (purs et à base  de concentré)', 'lait en bouteille ou en brique', 'yaourts et assimilés'];('café', 'thé et infusions');False;0.09000000000000001;0.9972587719298246
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;2;dejeuner;accompagne;['pain', 'autres sandwichs', 'pizzas', 'yaourts et assimilés', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.08000000000000002;0.9967105263157895
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;2;gouter;seul;['pain'];();False;0.08000000000000002;0.9967105263157895
1.0005;1.001;0.1;0.5;<__main__.VirtualUser object at 0x000001D081129F28>;1;2;diner;accompagne;['eau de source', 'sauces', 'pain', 'oeufs et dérivés'];('sauces', 'herbes aromatiques');False;0.07000000000000002;0.9961622807017544
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;1;petit-dejeuner;accompagne;['café', 'pain', 'margarine', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.1;0.9991711562370493
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;1;dejeuner;seul;['eau de source', 'sodas et colas', 'spiritueux et vins cuits', 'légumes feuilles', 'huile', 'jambons et charcuteries en pièces', 'porc'];();False;0.1;0.9991711562370493
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;1;gouter;seul;['cocktails et mélanges', 'eau de source', 'eau du robinet', 'beurre', 'sucre et assimilés'];('beurre', 'margarine');False;0.1;0.998756734355574
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;1;diner;seul;['café', 'chicorée et poudre maltée', 'eau de source', 'poissons de mer', 'autres sandwichs', 'potages et soupes', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9983423124740987
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;2;petit-dejeuner;accompagne;['café', 'biscottes et panification sèche', 'pain', 'beurre', 'beignets, crêpes et gaufres'];('beurre', 'margarine');False;0.09000000000000001;0.9979278905926233
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;2;dejeuner;accompagne;['pain', 'pommes de terre et apparentés', 'huile', 'boeuf en pièces ou haché', 'veau'];();False;0.09000000000000001;0.9979278905926233
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;2;gouter;accompagne;['eau minérale plate'];('eau minérale plate', 'eau de source');True;0.09000000000000001;0.997513468711148
1.0005;1.001;0.1;0.75;<__main__.VirtualUser object at 0x000001D08112A710>;1;2;diner;accompagne;['café', 'eau de source', 'eau du robinet', 'sodas et colas', 'légumes feuilles', 'légumes fruits', 'oeufs et dérivés', 'potages et soupes', 'crème dessert et lait gélifié'];('café', 'thé et infusions');False;0.08000000000000002;0.9970990468296727
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;1;petit-dejeuner;accompagne;['café', 'chicorée et poudre maltée', 'thé et infusions', 'beurre', 'fromages affinés', 'lait en bouteille ou en brique', 'viennoiserie', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9989035087719298
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;1;dejeuner;seul;"['café', 'sodas et colas', ""condiments d'accompagnement"", 'pain', 'pommes de terre et apparentés', 'fromages affinés', 'yaourts et assimilés']";"(""condiments d'accompagnement"", 'sauces')";True;0.1;0.9983552631578947
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;1;gouter;accompagne;['confiserie', 'sucre et assimilés'];('confiserie', 'confiture et miel');True;0.1;0.9978070175438597
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;1;diner;accompagne;['café', 'thé et infusions', 'eau du robinet', 'pain', 'pommes de terre et apparentés', 'huile', 'plats à base de pâtes ou de pommes de terre'];();False;0.1;0.9978070175438597
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;2;petit-dejeuner;accompagne;['café', 'chicorée et poudre maltée', 'beurre', 'sucre et assimilés'];('beurre', 'margarine');False;0.1;0.9972587719298246
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;2;dejeuner;accompagne;['eau minérale plate', 'mélanges de légumes, légumes préparés et autres légumes', 'autre charcuterie ou charcuterie  sans précision', 'boeuf en pièces ou haché', 'fruits', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9967105263157895
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;2;gouter;seul;['eau du robinet', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9961622807017544
1.0005;1.001;0.1;0.8;<__main__.VirtualUser object at 0x000001D080C234A8>;1;2;diner;seul;['eau du robinet', 'vin', 'pain', 'légumes fruits', 'saucisses, saucissons, andouilles et boudins', 'volailles et lapins', 'céréales sucrées, glacées ou au miel', 'fruits'];('saucisses, saucissons, andouilles et boudins', 'volailles et lapins');False;0.1;0.9956140350877193
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;1;petit-dejeuner;accompagne;['café', 'jus de fruits (purs et à base  de concentré)', 'biscottes et panification sèche', 'pain'];('café', 'chicorée et poudre maltée');True;0.1;0.9991701244813278
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;1;dejeuner;accompagne;['sauces', 'beurre', 'huile', 'jambons et charcuteries en pièces', 'légumes secs préparés', 'oeufs et dérivés', 'porc', 'hamburgers et hot-dog', 'pizzas', 'potages et soupes', 'fromages affinés', 'chocolat en tablettes'];('chocolat en tablettes', 'fruits');True;0.1;0.9987551867219917
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;1;gouter;seul;['café'];('café', 'thé et infusions');True;0.1;0.9983402489626556
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;1;diner;seul;"[""condiments d'assaisonnement"", 'sauces', 'sel et épices', 'pain', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'crème fraîche', 'fromage blanc et petits suisses', 'yaourts et assimilés']";"(""condiments d'assaisonnement"", 'herbes aromatiques')";False;0.1;0.9979253112033195
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;2;petit-dejeuner;accompagne;['sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.11;0.9975103734439834
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;2;dejeuner;seul;['café', 'eau de source', 'fruits'];('café', 'thé et infusions');False;0.1;0.9970954356846473
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;2;gouter;accompagne;['sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.09000000000000001;0.9966804979253112
1.0005;1.001;0.15;0.5;<__main__.VirtualUser object at 0x000001D0856ACC18>;1;2;diner;accompagne;['sauces', 'pain', 'huile', 'fromages frais non affinés', 'yaourts et assimilés', 'crème dessert et lait gélifié', 'fruits', 'pâtisseries et tartes'];('pâtisseries et tartes', 'fruits');True;0.1;0.9962655601659751
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;1;petit-dejeuner;accompagne;['lait en bouteille ou en brique'];();False;0.1;1.0
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;1;dejeuner;accompagne;['café', 'riz', 'beurre', 'huile', 'volailles et lapins', 'fruits'];('beurre', 'huile');True;0.1;0.9995934959349594
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;1;gouter;accompagne;['eau minérale plate', 'biscuits sucrés'];('biscuits sucrés', 'fruits');False;0.1;0.9991869918699187
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;1;diner;accompagne;['pain', 'mollusques et coquillage', 'poissons de mer', 'fromages affinés', 'fruits'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.998780487804878
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;2;petit-dejeuner;accompagne;['thé et infusions', 'lait en bouteille ou en brique'];('thé et infusions', 'café');True;0.1;0.9983739837398374
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;2;dejeuner;seul;['spiritueux et vins cuits', 'pain', 'beurre', 'huile', 'agneau', 'produits dérivés des poissons', 'fromages affinés'];('beurre', 'huile');True;0.1;0.9979674796747967
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;2;gouter;accompagne;['café', 'eau du robinet', 'eau minérale gazeuse'];('café', 'thé et infusions');True;0.1;0.9975609756097561
1.0005;1.001;0.15;0.75;<__main__.VirtualUser object at 0x000001D081129A90>;1;2;diner;seul;"['café', 'thé et infusions', 'eau du robinet', ""condiments d'assaisonnement"", 'sauces', 'sel et épices', 'pain', 'pâtes alimentaires', 'jambons et charcuteries en pièces', 'garnitures composées']";"(""condiments d'assaisonnement"", 'herbes aromatiques')";False;0.09000000000000001;0.9971544715447155
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;1;petit-dejeuner;accompagne;['aliments destinés à une alimentation particulière', 'café', 'biscottes et panification sèche', 'pain', 'fromage blanc et petits suisses', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.1;0.9991701244813278
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;1;dejeuner;accompagne;['beurre'];('beurre', 'huile');True;0.1;0.9987551867219917
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;1;gouter;accompagne;['eau du robinet'];('eau du robinet', 'eau de source');False;0.1;0.9983402489626556
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;1;diner;accompagne;['aliments destinés à une alimentation particulière', 'eau du robinet', 'herbes aromatiques', 'sauces', 'pain', 'huile', 'potages et soupes', 'quiches et tartes salées', 'chocolat en tablettes'];('chocolat en tablettes', 'fruits');False;0.1;0.9979253112033195
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;2;petit-dejeuner;accompagne;['eau de source', 'jus de fruits (purs et à base  de concentré)', 'lait en bouteille ou en brique'];('jus de fruits (purs et à base  de concentré)', 'eau du robinet');False;0.1;0.9975103734439834
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;2;dejeuner;seul;['eau de source', 'sauces', 'légumes fruits'];('sauces', 'herbes aromatiques');False;0.1;0.9970954356846473
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;2;gouter;accompagne;['pain', 'fruits'];();False;0.1;0.9970954356846473
1.0005;1.001;0.15;0.8;<__main__.VirtualUser object at 0x000001D0851ABC50>;1;2;diner;accompagne;['crustacés', 'potages et soupes', 'yaourts et assimilés'];('yaourts et assimilés', 'fromage blanc et petits suisses');False;0.1;0.9966804979253112
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;1;petit-dejeuner;seul;['lait en bouteille ou en brique'];();False;0.1;1.0
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;1;dejeuner;seul;['café', 'boeuf en pièces ou haché', 'oeufs et dérivés', 'volailles et lapins', 'fromages affinés'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.9995855781185247
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;1;gouter;accompagne;['eau du robinet', 'sauces', 'sel et épices'];();False;0.1;0.9995855781185247
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;1;diner;accompagne;['pommes de terre et apparentés', 'beurre', 'jambons et charcuteries en pièces', 'volailles et lapins'];('beurre', 'huile');True;0.1;0.9991711562370493
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;2;petit-dejeuner;seul;['pain', 'beurre', 'lait en bouteille ou en brique', 'sucre et assimilés'];('beurre', 'margarine');False;0.1;0.998756734355574
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;2;dejeuner;accompagne;['eau du robinet', 'sodas et colas', 'pâtes alimentaires'];('sodas et colas', 'eau de source');True;0.1;0.9983423124740987
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;2;gouter;seul;['café', 'fruits'];('café', 'thé et infusions');True;0.1;0.9979278905926233
1.0005;1.001;0.2;0.5;<__main__.VirtualUser object at 0x000001D083A94AC8>;1;2;diner;seul;['légumes tiges', 'huile', 'poissons de mer'];();False;0.1;0.9979278905926233
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;1;petit-dejeuner;seul;['café'];('café', 'chicorée et poudre maltée');False;0.1;0.99907019990702
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;1;dejeuner;accompagne;['eau de source', 'eau du robinet', 'légumes fruits', 'mélanges de légumes, légumes préparés et autres légumes', 'boeuf en pièces ou haché'];('boeuf en pièces ou haché', 'poissons de mer');False;0.1;0.99860529986053
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;1;gouter;accompagne;['glaces'];('glaces', 'fruits');True;0.1;0.99814039981404
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;1;diner;seul;['jus de fruits (purs et à base  de concentré)', 'pain', 'légumes feuilles', 'potages et soupes', 'fromages affinés', 'biscuits sucrés', 'fruits'];('biscuits sucrés', 'fruits');False;0.1;0.99767549976755
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;2;petit-dejeuner;accompagne;['biscottes et panification sèche', 'pain', 'beurre'];('beurre', 'margarine');False;0.09000000000000001;0.99721059972106
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;2;dejeuner;seul;['café', 'thé et infusions', 'vin', 'pain', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'mélanges de légumes, légumes préparés et autres légumes', 'beurre', 'poissons de mer', 'fromages affinés'];('beurre', 'huile');True;0.09000000000000001;0.9967456996745699
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;2;gouter;seul;['autres boissons fraîches', 'eau de source', 'fruits', 'viennoiserie'];('viennoiserie', 'fruits');False;0.08000000000000002;0.9962807996280799
1.0005;1.001;0.2;0.75;<__main__.VirtualUser object at 0x000001D08092B3C8>;1;2;diner;accompagne;['pain', 'pâtes alimentaires', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'beurre', 'jambons et charcuteries en pièces'];('beurre', 'huile');False;0.07000000000000002;0.99581589958159
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;1;petit-dejeuner;seul;['pain', 'lait en bouteille ou en brique', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.1;0.9991518235793045
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;1;dejeuner;accompagne;['pain', 'pommes de terre et apparentés', 'riz', 'champignons', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'mélanges de légumes, légumes préparés et autres légumes', 'margarine', 'fruits'];('margarine', 'huile');True;0.1;0.9987277353689568
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;1;gouter;seul;['boissons aux fruits', 'eau du robinet', 'biscuits sucrés'];('biscuits sucrés', 'fruits');False;0.1;0.998303647158609
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;1;diner;accompagne;['légumes fruits', 'huile', 'fromage blanc et petits suisses', 'fromages frais non affinés', 'fruits'];('fromages frais non affinés', 'lait en bouteille ou en brique');True;0.1;0.9978795589482612
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;2;petit-dejeuner;seul;['pain'];();False;0.1;0.9978795589482612
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;2;dejeuner;accompagne;"['eau minérale gazeuse', 'vin', ""condiments d'assaisonnement"", 'sel et épices', 'choux', 'boeuf en pièces ou haché', 'jambons et charcuteries en pièces', 'veau', 'volailles et lapins', 'fruits', 'gâteaux']";"(""condiments d'assaisonnement"", 'sauces')";False;0.1;0.9974554707379135
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;2;gouter;seul;['café', 'eau du robinet', 'gâteaux'];('gâteaux', 'fruits');True;0.1;0.9970313825275657
1.0005;1.001;0.2;0.8;<__main__.VirtualUser object at 0x000001D080C20048>;1;2;diner;accompagne;['eau de source', 'eau du robinet', 'biscottes et panification sèche', 'haricots verts et petits pois (légumes potagers)', 'huile', 'pizzas', 'plats garnis à base de viande', 'potages et soupes', 'fromages affinés', 'fruits', 'glaces'];('glaces', 'fruits');True;0.1;0.996607294317218
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;1;petit-dejeuner;seul;['café', 'thé et infusions', 'pain', 'beurre'];('beurre', 'margarine');False;0.1;0.9991518235793045
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;1;dejeuner;seul;['eau de source', 'vin', 'pommes de terre et apparentés', 'légumes fruits', 'mélanges de légumes, légumes préparés et autres légumes', 'beurre', 'fromage blanc et petits suisses', 'fromages affinés', 'yaourts et assimilés'];('beurre', 'huile');True;0.1;0.9987277353689568
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;1;gouter;accompagne;['aliments destinés à une alimentation particulière', 'café', 'fromages affinés'];('fromages affinés', 'lait en bouteille ou en brique');True;0.1;0.998303647158609
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;1;diner;accompagne;['pain', 'légumes racines, tubercules ou bulbes', 'mélanges de légumes, légumes préparés et autres légumes', 'mollusques et coquillage', 'poissons de mer', 'veau', 'yaourts et assimilés', 'crème dessert et lait gélifié', 'fruits'];('crème dessert et lait gélifié', 'fruits');True;0.1;0.9978795589482612
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;2;petit-dejeuner;seul;['pain', 'biscuits sucrés', 'fruits', 'sucre et assimilés'];('biscuits sucrés', 'fruits');True;0.11;0.9974554707379135
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;2;dejeuner;seul;['eau de source', 'eau du robinet', 'vin', 'pain', 'pommes de terre et apparentés', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'pâtés, terrines, rillettes et foie gras', 'fromage blanc et petits suisses', 'fromages affinés', 'compotes'];('fromages affinés', 'yaourts et assimilés');False;0.12;0.9970313825275657
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;2;gouter;seul;['thé et infusions', 'cocktails et mélanges', 'eau du robinet', 'eau minérale gazeuse', 'jus de fruits (purs et à base  de concentré)'];('thé et infusions', 'café');True;0.13;0.996607294317218
1.001;1.005;0.05;0.5;<__main__.VirtualUser object at 0x000001D08390FBE0>;1;2;diner;seul;['eau du robinet', 'vin', 'plats à base de pâtes ou de pommes de terre', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.14;0.9961832061068703
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;1;petit-dejeuner;seul;['jus de fruits (purs et à base  de concentré)'];('jus de fruits (purs et à base  de concentré)', 'eau du robinet');False;0.1;0.99907019990702
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;1;dejeuner;accompagne;['café', 'autre eau', 'eau du robinet', 'eau minérale gazeuse', 'jus de fruits (purs et à base  de concentré)', 'sauces', 'oeufs et dérivés', 'fruits'];('café', 'thé et infusions');False;0.1;0.99860529986053
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;1;gouter;seul;['cocktails et mélanges', 'eau minérale plate', 'jus de fruits (purs et à base  de concentré)', 'crème dessert et lait gélifié', 'fruits'];();False;0.1;0.99860529986053
